,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Attachment 1,Connection Size,Connection Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,For Use With,Weight,Dimensions mm (H x W x D),Pack Quantity,Colour,Flow Rate,Warranty,Output,Depth (mm)
526,P400994,Worcester Bosch 8738717450 gas valve,Worcester Bosch,361.06,"This Worcester Bosch gas valve is suitable for use in Greenstar and RD Series boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 8738717450 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/94/400994_wm.jpg,N,"29 HE CONVENTIONAL, 35 HE Plus Combi, HE Plus FSN 11-35KW, ICC2-FSN 30KW, ICC2-FSN 37KW, ICS1-FSN 28KW, ICS1-FSN 35KW, R35 HE Plus Combi, R40 HE Conventional, R40 HE Plus Combi, RD537I, RD542I",Gas Assembly,"Greenstar, RD Series",,,8738717450,Gas Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,P797110,Worcester Bosch manual reset limit thermostat (ranco),Worcester Bosch,20.82,"This Worcester Bosch thermostat is designed for Bonus, Camray 5 Utility, Camray Quartet, Economy Combi, Camray, Camray 5, Camray Utility, Camray Combi, Camray 3 and Camray Compact boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch manual reset limit thermostat (ranco),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/10/797110_wm.jpg,N,"65/95, 40/65, 40/60, 90, CLASSIC 120/150, COMBI +, ECONOMY COMBI 90KSI, QUARTET 90/110, QUARTET SYS 110/150, QUARTET SYS 60/80, 40/65 SYS, COMBI 70, 60/80, BOULTER BONUS 65/95, CLASSIC 135/165A, CLASSIC 50/70A, ECONOMY 50/70, QUARTET SYS 40/60, 40/65 EXT",Control Panel,"Bonus, Camray 5 Utility, Camray Quartet, Economy Combi, Camray, Camray 5, Camray Utility, Camray Combi, Camray 3, Camray Compact",,"COMPACT 50/70,CLASSIC SYS 50/70SA,40/65,ECONOMY COM,110/150,CLASSIC 95/130,135/175,Combi,50/70,CLASSIC SYS 70/90SA,CLASSIC 50/70,CLASSIC 70/90A,ECONOMY 70/90,CLASSIC SYS 50/70S,90,CLASSIC 120/150,CLASSIC SYS 70/90S,65/95,BOULTER BONUS 65/90A,40/60,PLUS",87161078710,Thermostat,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,P408426,Worcester Bosch screw 4.8 x 30mm set of 3,Worcester Bosch,5.66,"A Worcester Bosch screw pack containing 4.8 x 30mm screws for the casing of Greenstar boilers.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and appliances.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch screw 4.8 x 30mm set of 3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/26/408426_wm.jpg,N,"29 CDi Classic LPG, 30 CDi Conventional LPG, 40 CDi Classic Regular, 40 CDi Classic Regular LPG, 40 CDi Conventional LPG, 537/i, 30 CDi, 30 CDi LPG, 30 CDi System LPG, 35 CDi Classic System, 35 CDi Classic System LPG, 42 CDi Classic LPG, 29 CDi LPG, 37 C",Casing,Greenstar,H75671,"29 CDi Classic,24,30 CDi Classic Regular,30 CDi System,34 CDi Classic LPG,27 CDi,40 CDi Classic Regular,29 CDi,30 CDi Classic Regular LPG,29 CDi LPG,37 CDi,37 CDi LPG,30 CDi Conventional LPG,34 CDi Classic,30 CDi Classic System LPG,29 CDi Classic LPG,30",87134030390,Screw Pack,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,P480735,Worcester Bosch ignition lead,Worcester Bosch,80.01,"This Worcester Bosch ignition lead is a spare part for Greenstar and RD Series boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch ignition lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/35/480735_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_R29-R40_HE_Conventional_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
530,P474249,Worcester Bosch O-ring set,Worcester Bosch,4.39,"This Worcester Bosch replacement O-ring set contains parts suitable for the hydraulics of Greenstar boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch O-ring set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/49/474249_wm.jpg,N,"29 CDi, 30 CDi LPG, 42 CDi, 532/i LPG, 27 CDi LPG, 30 CDi, 35 CDi LPG, 25 CDi, 34 CDi LPG, 37 CDi LPG, 40 CDi Conventional, 532/i, 29 CDi LPG, 30 CDi, 30 CDi LPG, 30 CDi System LPG, 40 CDi LPG, 25 CDi LPG, 27 CDi, 30 CDi Conventional, 30 CDi Conventional",Hydraulics,Greenstar,J00973,,87377026440,O-ring Set,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,P790613,Worcester Bosch T piece moulding,Worcester Bosch,4.14,"A Worcester Bosch tail piece designed for the air pressure switch of CBi Series, Si/C1 Series, CDi Series, SBi Series, Highflow, i Junior Series and RD Series boilers.  A vital safety device, an air pressure switch ensures the boiler fan is working correctly and prevents a build up of toxic gases with no means of venting them in case of a fan failure. The unit's PCB closely monitors the air pressure switch to ensure it is fully functional before firing the system up, keeping the appliance from starting without the presence and operation of key safety features.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you ca",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch T piece moulding,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/13/790613_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Worcester_Bosch_19-24_CBI_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
532,P793166,Worcester Bosch panel bush,Worcester Bosch,2.55,"A Worcester Bosch replacement panel bush casing for Greenstar, Greenstar Oil, Greenstar ErP and CDi Series units.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch panel bush,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/66/793166_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
533,P491846,Worcester Bosch 87161020390 flow switch assembly,Worcester Bosch,114.27,"This Worcester Bosch flow switch assembly is suitable for use in the heat exchanger of Heatslave units.  The flow switch, or flow meter, has an inbuilt sensor that sits inside heating or hot water system pipework as an important safety mechanism. Designed to sense water flow, the switch feeds information to the boiler's printed circuit board (PCB) to ensure that the burner is not activated when the system is low on water or dry.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161020390 flow switch assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/46/491846_wm.jpg,N,"26/32 OSO (CF), 26/32 RSO (RS)",Heat Exchanger,Heatslave,,"26/32 OSO (CF),26/32 RSO (RS)",87161020390,Flow Switch Assembly,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,P400414,Worcester Bosch condensate u-trap,Worcester Bosch,38.3,"This Worcester Bosch condensate trap is suitable for use in the brand's Greenstar boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch condensate u-trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/14/400414_wm.jpg,N,"Highflow 440, Highflow 440 LPG",Condensate Trap,Greenstar,H27517,,87107352410,Condensate Trap,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,P408405,Worcester Bosch washer 18.6 x 13.5 x 1.5 (1x),Worcester Bosch,1.06,"A genuine Worcester Bosch part, this washer is suitable for use in Danesmoor, Greenstar, Greenstar 8000 Life, Greenstar 8000 Style, Greenstar Oil, Heatslave, Highflow, Si/C1 Series, CDi Series, Greenstar ErP, i Junior Series, i Series, RD Series, 280, 240, 350 and 230 boilers.  Washers, along with O-rings and gaskets, are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch washer 18.6 x 13.5 x 1.5 (1x),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/05/408405_wm.jpg,N,"15/19-OSO-GB, 26/32-ROO-GB U'LITY, 29 CDi Classic, 30 HE Combi, 30 Si, 35 HE Plus Combi, 38 CDi LPG, 42 CDi LPG, 532/i, 532/i LPG, CS1-FSN-GB NG 28KW, FSN, R30 HE Plus Combi, 35 S LPG, 45 C LPG, 35 CB NG, 50 CB LPG, HEATSLAVE 12/18 EXT, HEATSLAVE HE 25/3",Pump,"Danesmoor, Greenstar, Greenstar 8000 Life, Greenstar 8000 Style, Greenstar Oil, Heatslave, Highflow, Si/C1 Series, CDi Series, Greenstar ErP, i Junior Series, i Series, RD Series, 280, 240, 350, 230",H75710,"20/25-ROO-GB,27 CDi LPG,12/14-RSO-GB SYS,25 CDi LPG,27 CDi,15 i LPG,230 RSF,12-25 OOO,25 CDi,25 HE +,25 Si LPG,25 Si,15/19 ROO (RS),20/25-RSO-GB SYS,12/14-ROO-GB,240 BF,240 RSF,280 RSF,26/32-ROO-GB,20/25-OSO-GB SYS,24 i Junior Mk5,15 i,28 HE Sys,35 CDi FSN",87161156800,Washer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,P793297,Worcester Bosch mode selector,Worcester Bosch,3.73,"A replacement Worcester Bosch mode selector for the control panel of Greenstar and Greenstar ErP boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch mode selector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/97/793297_wm.jpg,N,"12Ri ErP+ NG, 15Ri LPG, 24Ri LPG, 15 Ri LPG, 12Ri, 12Ri ErP+ LPG, 15Ri ErP+ LPG, 18Ri ErP+ LPG, 21Ri ErP+ LPG, 9Ri ErP+ NG, 24 Ri LPG, 18Ri ErP+ NG, 18Ri LPG, 18 Ri, 15Ri, 18Ri, 24Ri ErP+ LPG, 15 Ri, 24Ri, 12 Ri, 24 Ri, 18 Ri LPG, 12Ri LPG, 15Ri ErP+ NG,",Control Panel,"Greenstar ErP, Greenstar",H06235,"15 Ri LPG,15 Ri,12 Ri LPG,18Ri LPG,18 Ri,24 Ri,24 Ri LPG,12 Ri",87131040410,Mode Selector,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,P791735,Worcester Bosch pressure relief connector,Worcester Bosch,7.62,"This Worcester Bosch pressure relief connector is a pressure relief valve part suitable for use in i Series boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch pressure relief connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/35/791735_wm.jpg,N,"24 i RSF, 24 i RSF LPG",Hydraulics,i Series,E01889,"24 i RSF,24 i RSF LPG",87161410530,Pressure Relief Connector,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
