,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Model For Use With,Power Supply,Colour,Material,Feature 8,Feature 9,By Model Number,Diameter,Thickness,Warranty,Length (M),Size,Current Rating,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Weight,Dimensions mm (H x W x D),Phase,For Use With
348,P693735,Danfoss DCR-DA 48-DA burnout core with gasket,Danfoss,43.91,"A Danfoss 48 DA 48 cu.inch core with gasket for DCR filter driers. The Eliminator DCR filter drier with interchangeable solid core is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems using fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCR-DA 48-DA burnout core with gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/35/NW-693735_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,P693426,Danfoss SGP SGP16N sight glass male 36mm,Danfoss,49.1,"Made of brass, this Danfoss SGP16N sight glass with 5/8"" flare connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss SGP SGP16N sight glass male 36mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/26/NW-693423_693426_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,P670043,"Aspen Pumps Xtra quick positioning clip 1/4"" (Pack of 10)",Aspen Pumps,23.6,"Made of black nylon, these Aspen Pumps Xtra 1/4"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra quick positioning clip 1/4"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-670042_670045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,P690844,"Javac low pressure male auto coupler 1/4 "" flared",Javac,66.95,"This Javac low pressure automotive coupler with 1/4"" flare male connection is compatible with R1234YF refrigerant.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Javac low pressure male auto coupler 1/4 "" flared",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/44/NW-690844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,P693956,"Danfoss DCL DCL304 filter drier flared connection 1/2""",Danfoss,41.2,"This Danfoss Eliminator DCL304 30 cu.inch hermetic filter drier with 1/2"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss DCL DCL304 filter drier flared connection 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/56/NW-693956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,P604956,Daikin 2013437 Drain Pump (Pmd12D13Dm1),Daikin,201.01,A Daikin PMD-12D13DM-1 drain pump compatible with the VRV range.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 2013437 Drain Pump (Pmd12D13Dm1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/56/604956_wm.jpg,,,,,,N,,,2013437,Drain Pump,N,Replacement drain pump only,,,,,For use with VRV units,,,,,,,VRV,,,,,,,,,,,,,,,,,,,,,,
354,P697549,Fujitsu UTYTWRXZ2 Communications Kit And Wall Mount,Fujitsu,55.97,"Compatible with ASYG18KMTA and ASYG24KMTA units, the Fujitsu UTY-TWRXZ2 communication kit, supplied with wall mount, connects non-polar two-core wired remote controls.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Fujitsu UTYTWRXZ2 Communications Kit And Wall Mount,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/49/NW-697549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Air_Conditioner_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,P698812,Tecumseh (Voltage Code-F) electrics complete box,Tecumseh,197.66,A Tecumseh voltage code F complete electrics kit for CAJ2446Z.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Tecumseh (Voltage Code-F) electrics complete box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/12/NW-698812_wm.jpg,,,,,,N,,,8657169,Electric Box Compressor,N,Complete electrics kit,,,,,,,,,,,,CAJ2446Z,,,,,,,,,,,,,,,,,,,,,,
356,P684225,Beermaster fan speed controller (BMO),Beermaster,248.29,This Beermaster 1P fan speed controller modulates both fans on the BMO 350 to 550 models. The full acoustic kit incorporates fan speed controller 684223 or 684224.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Beermaster fan speed controller (BMO),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/25/NW-684225_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beermaster_R407C_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Beermaster_BMIE-BMO_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,P657925,Danfoss SC15G spare part - compressor (Single Pack),Danfoss,401.09,"A genuine Danfoss spare, this SC15G compressor is part of the brand's light commercial refrigeration range.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Danfoss SC15G spare part - compressor (Single Pack),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/sc/657898_657983_SC_wm.jpg,,,,,,N,,,118U5368,Compressor,N,Single pack,,,,,Suitable for R134A refrigerant,Single Pack,Compressor power supply 220V single phase 50/60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,P671576,"Aspen Pumps Xtra stud clip M8 x 1.3/8"" 35mm (Pack of 10)",Aspen Pumps,20.71,"Made of nylon, this Aspen Pumps Xtra 1 3/8"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra stud clip M8 x 1.3/8"" 35mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/76/NW-671575_671576_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,P690173,Copeland 3 phase crankcase heater 70w,Copeland,72.73,"A Copeland three phase, 70W crankcase heater for ZR22 to ZR81, ZB/ZS15 to 45 and ZF6 to ZF18.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland 3 phase crankcase heater 70w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/73/NW-690173_wm.jpg,,,,,,N,,,8561092,Crankcase Heater,N,3 phase,,,,,70W,,,,,,,ZR22 to ZR81ZB/ZS15 to 45ZF6 to ZF18,,,,,,,,,,,,,,,,,,,,,,
360,P690405,Copeland single phase run capacitor 50hz 55uF,Copeland,78.87,"This Copeland 50Hz, 55µF brass run capacitor is for use with ZR40 K3/K3E.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Copeland single phase run capacitor 50hz 55uF,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/05/NW-690405_wm.jpg,,,,,,N,,,8540611,Run Capacitor,N,50Hz,,,,,55µF,,Brass,,,,,ZR40 K3/K3E,,,,,,ZR40K,,,,,,,,,,,,,,,,
361,P695444,Pump House Klo-Shure insulation wall clamp 2-1/8 inner diameter 1,Pump House,21.66,"There's no need to double-wrap, glue and tape insulation onto strut-mounted clamps with the Pump House Klo-Shure  2 1/8"" diameter insulation wall clamp. A patented solution designed to reduce installation time and improve the appearance of your insulation, Klo-Shure secures closed-cell insulation at fixing points without the need for additional accessories.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House Klo-Shure insulation wall clamp 2-1/8 inner diameter 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/12/695412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pumphouse_Klo-Shure_LineDrawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Kloshure_Series_7DataSheet.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pumphouse_Klo-Shure_Instalation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/KloShure_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,P617118,"Javac Edge quick tube bender 3/8""",Javac,73.49,"With its unique dual hinge design, the Javac Edge 3/8"" OD quick tube bender allows for the reset of its handle position to provide additional leverage, making the second bend to 180° as simple as possible. This bender includes handles with an ergonomic design for comfortable and slip-free use.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Javac Edge quick tube bender 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/22/NW-617118_617122_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Javac_Tube-Benders_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,P688264,Whirlpool compressor TT1117GY ALUM JIAXIPERA,Whirlpool,114.2,A Whirlpool TT1117GY JIAXIPERA compressor for use in refrigeration applications.,Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Whirlpool compressor TT1117GY ALUM JIAXIPERA,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/64/688264_wm.jpg,,,,,,N,,,C00496005,Compressor,N,For refrigeration use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,P670048,"Aspen Pumps Xtra quick positioning clip 7/8"" (Pack of 10)",Aspen Pumps,27.26,"Made of black nylon, these Aspen Pumps Xtra 7/8"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra quick positioning clip 7/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/49/NW-670047_670049_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,P604665,Daikin 142430J Compressor 4.5KW,Daikin,3557.13,"With a 4.5kW power rating, the Daikin JT170CKYE compressor is compatible with many Daikin AC units, including those in the REYQ and RXQ ranges.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Daikin 142430J Compressor 4.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/65/NW-604665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,P670047,"Aspen Pumps Xtra quick positioning clip 5/8"" (Pack of 10)",Aspen Pumps,25.63,"Made of black nylon, these Aspen Pumps Xtra 5/8"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra quick positioning clip 5/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/49/NW-670047_670049_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,P695426,Pump House 7 insulation wall clamp 3/8 inner diameter 3/4,Pump House,7.03,"The Pump House Klo-Shure 7 insulation coupling in 3/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Pump House 7 insulation wall clamp 3/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,P671578,"Aspen Pumps Xtra stud clip M8 x 1.5/8"" 41mm (Pack of 10)",Aspen Pumps,21.52,"Made of nylon, this Aspen Pumps Xtra 1 5/8"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.","Parts and Spares/sub_categories/Cooling Parts/Cooling Parts.csv -> Aspen Pumps Xtra stud clip M8 x 1.5/8"" 41mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/78/NW-671578_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
