,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Model For Use With,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Boiler Range,Part Gas Council number,By Model Number,Feature 1,Feature 2,Feature 3,Operating Temperature,Range,Warranty,Pack Quantity,Depth (mm),Fuel Type,Weight,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,For Use With,Body Material,Dimensions mm (H x W x D),Application,Feature 9,Voltage (V),Material,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Colour,Connection Type,Thickness,Size,Operating Temperature Range (C)
464,P477776,Remeha Avanta gas valve block,Remeha,172.55,"This gas valve is a spare part for the Remeha Avanta, Profile Heat Only and Profile System. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance). As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Remeha Avanta gas valve block,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/76/477776_wm.jpg,,,N,"Avanta Exclusive 28C, Avanta Exclusive 35C, Avanta Exclusive 39C, Avanta Heat Only 15, Avanta Heat Only 18, Avanta Heat Only 24, Avanta Heat Only 30, Avanta Plus Combi 24, Avanta Plus Combi 28, Avanta Plus Combi 35, Avanta Plus Combi 39, Avanta Plus Syst",Gas Assembly,720480401,Gas Valve,N,"Avanta, Profile Heat Only, Profile System",H39153,"24 KW Heat Only,24,18 KW Heat Only,Avanta Plus System 18,30 KW Heat Only,Avanta Plus Combi 24,Avanta Plus Combi 35,Avanta Heat Only 24,Profile System ErP 30,Avanta Plus Combi 39,Profile Heat ErP 30,Avanta Exclusive 28C,18 KW System,Profile System ErP 18",,,,,Avanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PD74119,Heatrae Sadia pressure relief valve cartridge,Heatrae Sadia,31.86,"A genuine Heatrae Sadia spare, this valve cartridge can be used in the expansion vessel of Premier Plus ErP, Main Unvented, CenterStore, Gold and Premier Plus units. It is also suitable for Sapphire Professional Choice Unvented Direct/Indirect, Express, Pullin and Megalife range tanks.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Heatrae Sadia pressure relief valve cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/19/D74119_wm.jpg,,,N,"Premier Plus SystemFit ErP 210L, Solar 300 Direct, 210 Litre Direct, 120l Unvented Direct, 250l Unvented Indirect, 300l Unvented Direct, Solar 300l Direct, PP210B Solar, Premier Plus 120E (Direct), Premier Plus 150B (Indirect), Premier Plus 150E (Direct)",Expansion Vessel,95605864,Valve Cartridge,N,Premier PlusCenterStoreMain UnventedExpressPremier Plus ErPMegalifeGoldSapphire Professional Choice Unvented Direct/ IndirectPullin,E86874,"Premier Plus SystemFit ErP 120L,Solar 170 Direct,Unvented 120L Indirect,Solar 90 Indirect,Premier Plus SystemFit ErP 170L,Premier Plus SystemFit ErP 250L,Solar 250 Indirect,Unvented 150L Indirect,Premier Plus SystemFit ErP 300L,Unvented 210L Indirect,120",,,,,,,,,Natural Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
466,P444206,"Ariston 995486 isolation valve 3/4""",Ariston,29.79,"A genuine Ariston part, this 3/4"" isolation valve with CH flow is a spare for microGenus II, Aco, ecoCombi, microGenus and microGenus HE boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.","Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston 995486 isolation valve 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/06/444206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ariston_Microgenus_HE_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,P411362,Heatline 3-way valve shaft group,Heatline,13.57,"A Heatline valve shaft group designed to fit Monza and CaprizPlus boilers.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Heatline 3-way valve shaft group,,3-way valve shaft group,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/62/411362_wm.jpg,,,N,"28a, 28a, 24a, 28, 24a, 24, 24, 28",Hydraulics,D003202760,Valve Shaft Group,N,"Monza, CaprizPlus",H87596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,P108023,Viessmann Vitodens 100-W plusbus stand off frame,Viessmann,88.32,"This Viessmann 100W PlusBus stand-off frame is suitable for use with combi and system boilers. A stand-off frame is designed to make fitting of a boiler easier, providing additional space behind the unit for pipework which might otherwise cause an obstruction.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann Vitodens 100-W plusbus stand off frame,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/23/108023_wm.jpg,,,N,,,ZK05677,Stand Off Frame,N,,,,,,,,Vitodens,2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,P401812,Ariston 60000896 cold water tap,Ariston,59.91,"This cold water tap is designed for Ariston Cares One, Clas, Clas One, E-Combi, Egis, E-System, Genus, Alteas One and Genus One appliances.  This tap serves as an isolation valve. Located underneath the boiler it gives the user control over the flow of gas and water into the central heating system.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Ariston 60000896 cold water tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/12/401812_wm.jpg,,,N,"Cares One 30, HE SYSTEM EVO 30 EU, Clas One 24, Clas One System 24, EVO 30 FF EU, Egis HE 30, EVO 30 EU, One 30, HE 24, One Net 35, HE EVO 38, HE SYSTEM 24, EVO 24 FF EU, HE EVO 30 EU, HE EVO 38 EU, HE SYSTEM EVO 18, EVO 30, HE SYSTEM 30, HE SYSTEM EVO 1",Isolation Valve,60000896,Service Tap,N,"Cares One, Clas, Clas One, E-Combi, Egis, E-System, Genus, Alteas One, Genus One",,"HE SYSTEM EVO 24,Cares One 30,Clas One 30,Clas One System 24,HE SYSTEM 30,Clas Net One 24,Clas One System 18,30F,Cares One 24 LPG,HE SYSTEM EVO 30 EU,HE SYSTEM EVO 18 EU,HE EVO 24,HE 24,HE SYSTEM EVO 24 EU,Clas One System 30,Clas One 24,HE SYSTEM EVO 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,P474104,Worcester Bosch ignition hot surface,Worcester Bosch,106.76,"This Worcester Bosch spark generator is suitable for Buderus 600 and Buderus 500 boilers.  A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel but sometimes, particularly with older boilers, the pilot must be ignited manually.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Worcester Bosch ignition hot surface,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/04/474104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Buderus_500_600_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,P430774,Viessmann gas valve CES with gaskets WB2B,Viessmann,160.57,"A Veissmann replacement part, this CES WB2B domestic hot water heat exhanger is supplied complete with gaskets. It is suitable for use in the brand's Vitodens storage boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann gas valve CES with gaskets WB2B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/74/NW-430774_wm.jpg,,,N,,,7831659,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,P449359,Nortek Ambirad smartcom controller,Nortek,419.9,"This Nortek Smartcom controller is compatible with boilers in the VNG/VDG/VNO/VDO, NRV and Vision ranges.  The boiler controller usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Nortek Ambirad smartcom controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/59/449359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Nortek_Global_HVAC_Reznor_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,P474284,Biasi complete pump riva plus and advance plus,Biasi,185.94,"This Biasi branded pump is for installation after the primary heat exchanger in Biasi's Advance Plus, Riva Advance, Riva Compact HE and Riva Plus HE boilers. The pump moves heated water around a closed heating system and is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Biasi complete pump riva plus and advance plus,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/84/474284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Biasi_M110B_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,P429848,Atag water pressure sensor,Atag,95.84,"This sensor is a spare part for the control panel of Atag A-Series, iC-Range, iS-Range, Blauwe Engel II, E-Series, Premier, Q-Solar, Q-Series and XL-Series appliances.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Atag water pressure sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/48/429848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,P415029,Viessmann controller PCB (VBC112-A01.100 WB1B),Viessmann,354.41,"This Viessmann printed circuit board is a genuine spare part for Vitodens 100-W WB1B Combi and Vitodens 100-W WB1B System boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Other Brands Boiler Parts/Other Brands Boiler Parts.csv -> Viessmann controller PCB (VBC112-A01.100 WB1B),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/29/415029_wm.jpg,,,N,"26kW, 30kW, 35kW, 26kW, 30kW, 35kW",Control Panel,7832516,Printed Circuit Board,N,"Vitodens 100-W WB1B Combi, Vitodens 100-W WB1B System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
