,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Attachment 7,Dry Weight (kg),Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 8,Attachment 9,Max Vertical Level Flue Length (metres),Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number
348,P147023,Viessmann Vitodens 100-W 35 100-w combi b1kf 35kw,Viessmann,1689.35,"A popular choice for installation in smaller and well-insulated homes, the Viessmann Vitodens 100-W 35 combi boiler offers an ErP A rating for efficiency. This reliable 35kW gas condensing wall-mounted boiler incorporates innovative technology and services and is built ready for the addition of smart technology, giving homeowners added controllability and cost savings.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Viessmann Vitodens 100-W 35 100-w combi b1kf 35kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/24/NW-147021_147024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Viessmann_Vitodens_100W_EUConformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viessmann_Vitodens_100_W_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Viessmann_Vtdns100W111WF141F_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/kl/st/Viessmann_Vtdns100W_B1HFB1KF_Chcklst.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viessmann_Vitodens_100_W_111_W_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/y_/ds/Viessmann_Vitodens_100_W_Energy_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,
349,P150982,Baxi Assure 13 Heat 1 NG heat boiler 13kW,Baxi,818.53,"As a result of comprehensive customer insight, from 1 October 2020 we are re-branding the Potterton Assure range of boilers to Baxi Assure. The Baxi Assure range of boilers will include all outputs and types of boilers currently in the Potterton Assure range with the addition of the Baxi Assure Combi 36kW LPG - for installations in off mains gas areas.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi Assure 13 Heat 1 NG heat boiler 13kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2-/86/150982-86_wm.jpg,,,,,,,Natural Gas,Assure 13 Heat,2 Year Parts & Labour,19.5Kg,A,N,A,13 kW,270,,93,Mounting plate,7749446,Boiler,N,Boilers designed for use with pipes that can be run behind the boiler,2 year parts and labour warranty,A rated,"Industry leading choice of flue lengths, bends and accessories",Compatible with a range of Baxi accessories that can improve SAP benefits for developers and compliant with Boiler Plus requirements for social housing refurbishments.,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,
350,P112928,Worcester Bosch Greenstar Ri Compact ErP 27Ri NG ErP regular natural gas boiler,Worcester Bosch,1235.19,"A compact, wall-mounted boiler ideal for small and medium homes, the Worcester Bosch Greenstar 27Ri ErP NG regular boiler is straightforward to install and user-friendly, controlled by a intuitive display and simple knob system. Featuring a groundbreaking new heat exchanger, this ErP A-rated boiler promises greater than ever efficiency, improved reliability and enhanced durability. The Greenstar is compatible with a wide range of controls as well as Greenskies solar panels and high efficiency Greenstore water cylinders, giving homeowners the option to build the system that best suits their needs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri Compact ErP 27Ri NG ErP regular natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/112928_112931_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_27-30Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112928_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_Compact_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112928_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,P125234,Ideal Heating Logic 228399 logic plus heat 2 H30,Ideal Heating,1153.93,The Ideal Logic Heat2 boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228399 logic plus heat 2 H30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/125230_125234_wm.jpg,,,,,,,Natural Gas,Logic,7 Years,25.1 kg,A,N,A,30 kW,310,No,89.6,Wall Mounted,228399,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,P130189,Glow-worm Energy 12s boiler 12s,Glow-worm,1237.94,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 12s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 12kW output boiler is  easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Glow-worm Energy 12s boiler 12s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,P333326,Viessmann vitodens 050-W 25kW combi boiler,Viessmann,1042.14,"LPG-compatible with no need for a conversion kit, the Viessmann Vitodens 050-W combi boiler is fitted with the brand's own patented Matrix Plus burner and Inox-Radial stainless steel heat exchanger for maximised efficiency and excellent performance in the home. This 25kW boiler has a compact design suitable for wall-mounting inside the average sized kitchen cupboard, helping to make siting and installation simple.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Viessmann vitodens 050-W 25kW combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/159729_159731_front_wm.jpg,,,,,,10.2 l/min,Natural Gas / LPG,,7 Years,35 kg,A,N,A,,300,,92,Wall Mounted,333326 PK,Combi Boiler,N,For wall-mounted installation,LPG compatible with no conversion kit required,Offers DHW output of 25.4kW,ErP A-rated efficiency of 92%,Ultra-compact design for fitting into kitchen cupboard,Measures just 700mm in height and 300mm depth,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,P114639,WORCS GSTAR 8000 STYLE 40KW COMBI WHT NG,Worcester Bosch,1909.0,"Redefining the combi boiler, the Worcester Bosch Greenstar 8000 Style GR8700iW 40 C NG combi boiler has been conceived with modern home decor in mind for a design-led look suited to the most contemporary space. Incorporating feedback from installers and customers, the makers of this 40kW boiler have achieved quicker, simpler installation, servicing and commissioning , more intuitive controls and quieter operation compared to its predecessor, the 8000 Life. This 40kW combi features a full colour touchscreen display putting comfort and flexibility at your fingertips and improving fault diagnostics. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style has an ErP A rating.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> WORCS GSTAR 8000 STYLE 40KW COMBI WHT NG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/41/114637_114641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Style_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114639_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,P125225,Ideal Heating Logic 228331 logic plus combi 2 C35,Ideal Heating,1232.77,The Ideal Logic+2 Combi boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228331 logic plus combi 2 C35,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/25/125223_125225_wm.jpg,,,,,,,Natural Gas,Logic,7 Years,34.8,A,N,A,35 kW,310,No,89.6,Wall Mounted,228331,Combi Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>High quality brass filter protects system<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,P125243,Ideal Heating Logic 228401 logic max heat 2 H15,Ideal Heating,996.76,"Part of the award-winning Logic range, the Ideal Logic Heat2 H15 boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 15kW heat only boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Heat2 is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228401 logic max heat 2 H15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/46/125242_125246_wm.jpg,,,,,,,Natural Gas,Logic,10 Years,25.1 kg,A,N,A,15 kW,310,No,89.4,Wall Mounted,228401,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PS32683,Atag QR-Series Q51SR system boiler,Atag,2452.45,"Designed with a stainless steel heat exchanger, inbuilt pump and burner control unit complete with LCD display, the ATAG Commercial QR38 system boiler offers ErP A-rated levels of efficiency. A low carbon unit with integrated zone management system, this clever boiler can serve up to three central heating zones, supplying heating efficiencies of up to 93% along with low NOx emissions, reducing a heating system's impact on the planet and on your pocket. Suitable for large domestic and light commercial use, the easy to fit QR38 is suitable for use with a hot water cylinder and can be fitted as part of a cascade installation.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Atag QR-Series Q51SR system boiler,,Boiler with casing;Gas isolation valve;Automatic vent (inside the boiler);Concentric flue adapter 80/125;Safety valve (inside the boiler);Template on the package wrapper;Suspension bracket;Installation instructions;Draining valve with T-piece;Operating m,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/83/S32683_wm.jpg,,,,,,0.54,Natural Gas,QR-Series,6 Years,56 kg,A,N,A,51 kW,385,,89.5,Wall Mounted,AT-B-Q51SR,Condensing,N,Includes suspension bracket and fitting instructions,Fittings included,For installation alongside a hot water cylinder,Suitable for new or replacement installation,With stainless steel heat exchanger,"Heat exchanger includes efficient, high quality smooth stainless steel tubing",Includes built-in pump and non-return valve,High efficiencies with low NOx emissions,,Up to 8x units can be installed in cascade,Variety of flue options available,6 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
358,P114661,Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler 45kW White,Worcester Bosch,2103.08,"The Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG is a direct replacement for the perennially popular CDi Classic, building on strong foundations but with new and improved features for the modern homeowner. With its contemporary design the 8000 Life looks great in any interior and installation is fast and easy thanks to a lower lift weight and familiar layout with all the same fixture points as its predecessor. Using this 45kW boiler is simple, with controls at your fingertips via a full colour text display and the option to connect up to Bosch's EasyControl smart thermostat. Offering an ErP A rating the 8000 Life helps to reduce fuel bills and emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler 45kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/64/114660_114664_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Life_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Life_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114661_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,P116022,Vaillant ecoFIT pure 430 heat only open vent boiler,Vaillant,1784.39,"The compact Vaillant ecoFIT pure 430 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 30kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoFIT pure 430 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,P115370,Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler,Worcester Bosch,2274.06,"A regular oil boiler ideal for external fitting on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/72/115370_115372_wm.jpg,,,,,,,Oil,Greenstar Danesmoor External,2 years,107kg,A,N,,18 kW,780,,91.1,Floor Standing,7731600248,Heat Only Boiler,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,P333956,Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler pack 50kW Black,Worcester Bosch,2380.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler combines fast, easy installation, servicing and commissioning with intuitive controls and quiet operation all wrapped up in a sleek, contemporary package designed for the most modern home. The Worcester Bosch design team harnessed years of installer and customer feedback in designing the 8000 Style, resulting in a host of clever features including a full colour touchscreen display for hassle-free control and at-a-glance fault diagnostics. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, this 50kW combi has an ErP A rating for lower fuel bills and low emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler pack 50kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,,,,,,18 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,N,A,,365,333956,94,Wall Hung,333956 PK,Condensing Combi Boiler,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,
