,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Attachment 1,Attachment 2,Feature 1,Feature 2,Fuel Type
90,P450967,Potterton gasket fan assembly,Potterton,7.3,"A genuine Potterton spare, this fan gasket is suitable for the repair of British Gas, Celsia, Lynx 2, Prima F and Profile Prima boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton gasket fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/67/450967_wm.jpg,N,"British Gas 30 F2, British Gas 40 F2, British Gas 50 F2, British Gas 60 F2, British Gas 80 F2, Celsia 30 F1, Celsia 40 F1, Celsia 50 F1, Celsia 60 F1, Celsia 80 F1, Scottish Gas 30 F2, Scottish Gas 40 F2, Scottish Gas 50 F2, Scottish Gas 60 F2, Scottish",Fan Combustion Chamber,"British Gas, Celsia, Lynx 2, Prima F, Profile Prima",338320,225154,Gasket,N,"100F,100E,50E Lpg,Scottish Gas 30 F2,Celsia 30 F1,Celsia 60 F1,80 E,Scottish Gas 60 F2,30E,Celsia 40 F1,40E,60E,British Gas 40 F2,British Gas 60 F2,80F,British Gas 80 F2,British Gas 30 F2,Celsia,Celsia 50 F1,British Gas 50 F2,Scottish Gas 40 F2,Lynx 2 Ng",,,,,
91,P777637,Potterton combustion chamber rear insulation,Potterton,7.3,"This Potterton RCF rear insulation is suitable for installation in the combustion chamber of Suprima boilers.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton combustion chamber rear insulation,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/37/777637_wm.jpg,N,"30L, 50L, 60L, 40L, 70L, 100L, 80L",Fan Combustion Chamber,Suprima,114956,5000535,Insulation,N,"40L,50L,60L,70L,80L,100L,30L",,,,,
92,P775612,Potterton washer,Potterton,7.13,"A genuine Potterton spare part, this washer is for use in the gas assembly of Main Eco Elite, Bermuda HE, Main Eco, Apollo, Puma and Main Eco Elite ErP boilers.  Washers, O-rings and gaskets are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/12/775612_wm.jpg,N,"Main Combi Eco Elite 25, 15 HE, Main System Eco 24, Main Combi Eco Elite 30, Potterton Apollo 25, Potterton Apollo 30, Main Combi Eco 25, 80 (Sit/Honeywell), 80E (Sit/Honeywell), 100 (Sit/Honeywell), Main Combi Eco 30, Main System Eco 28, Main Eco Elite",Gas Assembly,"Main Eco Elite, Bermuda HE, Main Eco, Apollo, Puma, Main Eco Elite ErP",289676,13/18661,Washer,N,"Potterton Apollo 30,100 (Sit/Honeywell),Puma Saver (Never Produced),80E (Sit/Honeywell),Of 564 Combi (Never Produced),Puma Flowsure +,100E (Sit/Honeywell),80 (Sit/Honeywell),Potterton Apollo 25",,,,,
93,P453184,Potterton 5129230 fan,Potterton,239.38,"This official Potterton fan is compatible with Promax and Promax ErP appliances.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 5129230 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/84/453184_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Promax_HE_Store_Install.pdf,,,,
94,P451612,Potterton electrode lead assembly x 550,Potterton,7.8,"This Potterton 550 electrode lead assembly is for use in the brand's Suprima boilers.  A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel although sometimes, particularly with older boilers, the pilot must be ignited manually.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton electrode lead assembly x 550,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/12/451612_wm.jpg,N,"30, 40, 50, 60, 70, 80, 100L, 30L, 40L, 50L, 60L, 70L, 80L",Gas Assembly,Suprima,114858,407753,Electrode Lead,N,"100L,30L,40L,50L,60L,70L,80L,80,70,60,50,40,30",,,,,
95,P797496,Potterton harness high volt to heat,Potterton,91.14,"This wiring harness connects the printed circuit board (PCB) with operating parts of Potterton Platinum, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers. These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton harness high volt to heat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/96/797496_wm.jpg,N,"15 HE, 24 HE, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12HE IE, 15HE IE, 18HE IE, 24HE IE, 30HE IE, 12 ErP IE, 15 ErP IE, 18 ErP IE, 24 ErP IE, 30 ErP IE, Main Heat Only 12 HE A, Main Heat Only 15 HE A, Main Heat Only 18 HE A",Control Panel,"Platinum, Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL, Promax SL ErP",H13074,5114331,Wiring Harness,N,"12HE A,24 HE,15 He Plus,30 HE,30 He Plus,12HE,18 He Plus,12 He Plus,BG Precision,18HE A,24HE IE,30 ErP IE,24 He Plus,15 ErP IE,H 15,18 ErP IE,15HE IE,12HE IE,15HE A,Main 15 Heat ErP,Gold Heat ErP 24,24HE A,18HE,30HE A,15HE,30 He Pl,30HE IE",,,,,
96,P451615,Potterton 8407754 electrode,Potterton,24.43,"A Potterton spare, this replacement electrode is for use in the brand's own Suprima boiler.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton 8407754 electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/15/451615_wm.jpg,N,"30, 40, 50, 60, 70, 80",Gas Assembly,Suprima,114982,407754,Electrode,N,"80,70,60,50,40,30",,,,,
97,P450606,Potterton fan assembly gasket,Potterton,10.52,"This gasket is a spare part for boilers in Potterton's Kingfisher and Kingfisher Mf ranges.  In boilers gaskets join parts to pipework securely, preventing gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton fan assembly gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/06/450606_wm.jpg,N,"100Cf, 100Cfl, 40Rs, 60Cfl, 70Cf, 70Rsl, 90Cfl, 50Cf, 50Rsl, 80Cf, 80Rs, 50Rs, 60Rs, 70Rs, 80Cfl, 90Rsl, 40Cf, 60Cf, 80Rsl, 40 Cfl (Not Produced), 90Rs, 60Rsl, 100Rs, 70Cfl, 100Rsl, 40Cfl, 50Cfl, 90Cf",Fan Combustion Chamber,"Kingfisher Mf, Kingfisher",E02313,242045POT,Gasket,N,"90Cf,60Cfl,60Rs,100Rsl,80Rs,40Rs,70Cf,50Cf,70Cfl,90Rsl,50Cfl,100Rs,80Rsl,100Cfl,60Rsl,80Cf,90Rs,70Rs,50Rs,60Cf,40Cf,90Cfl,70Rsl,50Rsl,40 Cfl (Not Produced),80Cfl,100Cf,40Cfl",,,,,
98,P793435,Potterton kit case grommets,Potterton,11.41,"This Potterton grommet kit case contains a variety of grommets suitable for use in domestic Baxi 600 and 800 Combi series boilers, Main Eco Compact combis and Assure combis.  Grommets are designed to create seals between pipework and parts.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton kit case grommets,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/35/793435_wm.jpg,N,,N/A,N/A,n/a,7683927,Domestic Boiler Parts,N,,,,,,
99,P795553,Potterton ionization electrode 125-300,Potterton,56.98,"This ionisation electrode is a spare part for Potterton Eurocondense boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton ionization electrode 125-300,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/53/795553_wm.jpg,N,"Eurocondense 3 - 125 - 300, Eurocondense 5 - 125-300, Eurocondense 4 - 125-300",Gas Assembly,Eurocondense,,692366,Electrode,N,"Eurocondense Four 125-300,Eurocondense Three 125 - 300",,,,,
100,P451321,Potterton electrode vernitron,Potterton,10.22,"This spark electrode is a spare part for Potterton Celsia, Netaheat Profile, Prima F, Profile, Profile Prima, Superior, British Gas and FF boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton electrode vernitron,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/21/451321_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Profile3040506080e_Install.pdf,,,,
101,P798795,Potterton wall plate black,Potterton,17.75,"This Potterton wall plate is for use in a boiler's flue section and is suitable for use with most standard Baxi flue systems.  The wall plate covers any holes left in a wall during installation.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton wall plate black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/95/798795_wm.jpg,N,,Flue,,,5113902,Wall Plate,N,,,,,,
102,P481476,Potterton P507 burner gasket,Potterton,15.48,"A genuine brand spare part, this Potterton burner gasket is suitable for boilers in the Powermax range.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Potterton Boiler Parts/Potterton Boiler Parts.csv -> Potterton P507 burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/76/481476_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Powermax_140_155x_Installation.pdf,,,,
