,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Pack Quantity,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 6,Seasonal Space Heating Energy Efficiency Class,Attachment 7,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number,Dry Weight (kg)
122,P115366,Worcester Bosch Greenstar Danesmoor Utility 18/25 2022+ heat only boiler,Worcester Bosch,1935.05,"A regular oil boiler ideal for the utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Danesmoor Utility 18/25 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/115365_115367_wm.jpg,Oil,,Greenstar Danesmoor Utility,2 years,1.08 kg,A,N,,25 kW,600,,90.6,Floor Standing,7731600246,Heat Only Boiler,N,Cross firing burner,,,,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,
123,P115372,Worcester Bosch Greenstar Danesmoor External 25/32 2022+ heat only boiler,Worcester Bosch,2842.1,"A regular oil boiler ideal for external fitting on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External 25/32 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Danesmoor External 25/32 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/72/115370_115372_wm.jpg,Oil,,Greenstar Danesmoor External,2 years,124 kg,A,N,,32 kW,780,,90.7,Floor Standing,7731600250,Heat Only Boiler,N,Cross firing burner,,,,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,
124,P115369,Worcester Bosch Greenstar Utility 50/70 2022+ heat only boiler,Worcester Bosch,3008.0,"Ideal for large homes and light commercial premises, the Worcester Bosch Greenstar Danesmoor Utility 50/70 2022+ heat only boiler has a compact footprint yet provides an impressive heat output. ErP A-rated, this smartly designed and efficient boiler includes a concealed control panel for a neater look wherever it's installed.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Utility 50/70 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/69/115368_115369_wm.jpg,Oil,,Greenstar Utility,2 years,220 kg,A,N,,70 kW,795,,90.5,Floor Standing,7731600267,Heat Only Boiler,N,100/150mm room sealed flues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P115371,Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler,Worcester Bosch,2341.96,"A regular oil boiler ideal for external fitting on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Danesmoor External 18/25 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/72/115370_115372_wm.jpg,Oil,,Greenstar Danesmoor External,2 years,114 kg,A,N,,25 kW,780,,90.9,Floor Standing,7731600249,Heat Only Boiler,N,Cross firing burner,,,,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P116018,Vaillant ecoFIT pure 412 heat only open vent boiler,Vaillant,1336.65,"The compact Vaillant ecoFIT pure 412 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 12kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoFIT pure 412 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,
127,P115370,Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler,Worcester Bosch,2274.06,"A regular oil boiler ideal for external fitting on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/72/115370_115372_wm.jpg,Oil,,Greenstar Danesmoor External,2 years,107kg,A,N,,18 kW,780,,91.1,Floor Standing,7731600248,Heat Only Boiler,N,Cross firing burner,,,,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,
128,P125230,Ideal Heating Logic 228395 logic plus heat 2 H12,Ideal Heating,873.02,The Ideal Logic Heat2 boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Heating Logic 228395 logic plus heat 2 H12,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/125230_125234_wm.jpg,Natural Gas,,Logic,7 Years,25.1 kg,A,N,A,12 kW,310,No,89.4,Wall Mounted,228395,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,P116021,Vaillant ecoFIT pure 425 heat only open vent boiler,Vaillant,1674.02,"The compact Vaillant ecoFIT pure 425 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 25kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Vaillant ecoFIT pure 425 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,
130,P115365,Worcester Bosch Greenstar Danesmoor Utility 12/18 2022+ heat only boiler,Worcester Bosch,1782.04,"A regular oil boiler ideal for the utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor External 12/18 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Worcester Bosch Greenstar Danesmoor Utility 12/18 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/115365_115367_wm.jpg,Oil,,Greenstar Danesmoor Utility,2 years,104 kg,A,N,,18 kW,600,,90.7,Floor Standing,7731600245,Heat Only Boiler,N,Cross firing burner,,,,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P125233,Ideal Heating Logic 228398 logic plus heat 2 H24,Ideal Heating,1008.69,The Ideal Logic Heat2 boiler is the next evolution of our award-winning Logic range.,Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Heating Logic 228398 logic plus heat 2 H24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/125230_125234_wm.jpg,Natural Gas,,Logic,7 Years,25.1 kg,A,N,A,24 kW,310,No,89.7,Wall Mounted,228398,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,P125242,Ideal Heating Logic 228400 logic max heat 2 H12,Ideal Heating,952.04,"Part of the award-winning Logic range, the Ideal Logic Heat2 H12 boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 12kW heat only boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Heat2 is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> Ideal Heating Logic 228400 logic max heat 2 H12,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/46/125242_125246_wm.jpg,Natural Gas,,Logic,10 Years,25.1 kg,A,N,A,12 kW,310,No,89.4,Wall Mounted,228400,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P114680,WORCS GSTAR 8000 LIFE 45KW REG WHT LPG,Worcester Bosch,2437.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 45 R LPG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 45kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> WORCS GSTAR 8000 LIFE 45KW REG WHT LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/83/114674_114683_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeRglr_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114680_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_Regular_Install.pdf,,,,,,,,,,,,,,,,,
134,P114679,WORCS GSTAR 8000 LIFE 50KW REG WHT LPG,Worcester Bosch,2704.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 50 R LPG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 50kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Heat Only Boilers/Gas Heat Only Boilers.csv -> WORCS GSTAR 8000 LIFE 50KW REG WHT LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/83/114674_114683_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114679_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeRglr_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_Regular_Install.pdf,,,,,,,,,,,,,,,,,
