,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 4,Attachment 5,Connection Type,Diameter,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Depth (mm),Material Type,Finish,Weight,Colour,Warranty,Design Type,Shape,Fittings Included
186,P171072,Fluidmaster high pressure float valve seal Black,Fluidmaster,6.0,This Fluidmaster high pressure float valve seal is designed for use with Fluidmaster 400 and 747 float valves.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster high pressure float valve seal Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/NW-171072_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PB92128,Thomas Dudley Turbo 88 spares pack,Thomas Dudley,6.07,A Thomas Dudley Turbo 88 high two part siphon spare pack.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo 88 spares pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/28/NW-B92128_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P171015,"CME Sanitary Systems ball valve side entry 1/2""",CME Sanitary Systems,13.85,"This CME Sanitary Systems Hushflow ball valve for toilet cisterns offers a 1/2"" connection and side entry.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> CME Sanitary Systems ball valve side entry 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-171015_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,P402275,Wirquin Celmac top fix fitting White,Wirquin,9.2,This Wirquin Celmac replacement toilet seat hinge pack in white is designed for top fixing seats.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Wirquin Celmac top fix fitting White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/75/NW-402275_wm.jpg,,Celmac,N,FTF11WH,Hinge Pack,N,White finish,Top fix hinges,For Wirquin toilet seats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PB92102,"Thomas Dudley Turbo 88 high two part syphon 6-9litre 7.5""",Thomas Dudley,23.9,"This Thomas Dudley Turbo 88 high 7.5"" two part siphon is supplied as standard in Dudley Tri-Shell cisterns and available as an optional extra in many others so it's ideal for retrofit and replacement. With its two part design there's no need to disconnect the water supply or take the cistern apart, simply pull out the siphon body for service in under five minutes.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Turbo 88 high two part syphon 6-9litre 7.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/05/NW-B92100_B92105_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PN66494,"Ideal Standard i.Life S toilet seat and cover, compact, standard close",Ideal Standard,66.25,"Designed to fit i.Life A and S toilet bowls, this Ideal Standard i.Life S toilet seat and cover has a smart compact design to suit smaller toilets in bathrooms with less square footage. Square-shaped, this neat loo seat and lid is fitted using the supplied bottom fix hinge.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard i.Life S toilet seat and cover, compact, standard close",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/95/N66494_N66495_wm.jpg,,i.Life S,N,T532801,Toilet Seat,N,For i.Life A and S WC bowls,Standard close,With cover,Bottom fix hinge,,,,Plastic construction,White finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PB98796,Thomas Dudley Flush Buttons dome push button assembly Chrome Plated,Thomas Dudley,35.17,A Thomas Dudley Dome single flush push button for Pushflo cisterns.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Flush Buttons dome push button assembly Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/96/NW-B98796_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PB92131,"Thomas Dudley Hydroflo compact float inlet vlave 8.5""",Thomas Dudley,23.86,"This Thomas Dudley Hydroflo 8.5"" bottom inlet compact float valve is a suitable replacement for most exposed and concealed cisterns.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Hydroflo compact float inlet vlave 8.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/37/NW-B92130_B92137_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PD32479,Ideal Standard Conceala concealed lever 405mm Chrome Plated,Ideal Standard,71.36,This Ideal Standard Conceala 405mm concealed cistern lever is finished in chrome.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Conceala concealed lever 405mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/79/NW-D32479_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Conceala_E6021AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PD00230,Siamp Optima 50 replacement cable,Siamp,18.14,The Siamp Optima 50 flush valve and 470mm push button extension connecting cable includes connection blocks.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Siamp Optima 50 replacement cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/30/NW-D00230_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PB00307,Viva Sanitary slinky-fit WC pan connector,Viva Sanitary,19.65,"The ultra-flexible Viva Sanitary 90° flexible toilet pan connector is wire reinforced for unbeatable strength and stability. With the incorporated Smart-Flo design extension tube sediment build-up is prevented, reducing the risk of blockages.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Viva Sanitary slinky-fit WC pan connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/07/B00307_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viva_Sanitary_PP0002_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viva_Sanitary_PP0002_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PD08203,Roca In-Wall Duplo roca duplo wc l ag (dn90+dn100),Roca,214.86,"Measuring 1020 x 500 x 260mm, this Roca In-Wall Duplo WC L toilet system with AG valve (under window), 820mm concealed cistern and frame is suitable for wall-hung WCs.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca In-Wall Duplo roca duplo wc l ag (dn90+dn100),,Toilet system;AG valve;Cistern;Frame,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/03/NW-D08203_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08203_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D08203_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PF47456,MULTIFLUSH DUAL FLUSH VALVE        MFV1C,Marley,54.11,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV1C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/56/NW-F47456_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PD58960,Roca A8900960W1 in-wall dual flush plate Chrome,Roca,41.76,"Compatible with a variety of cisterns, this Roca chrome dual flush plate with two buttons is suitable for in-wall installation along with an installation frame.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca A8900960W1 in-wall dual flush plate Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/60/D58960_wm.jpg,,,N,A8900960W1,Dual Flush Plate,N,For use with concealed cisterns,For in-wall installation,Two buttons for dual flush,"Suitable for Roca Duplo, Duplo Compact, Basic Compact and Basic Tank Compact frames",,,,Chrome finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PC90052,Ideal Standard E4448AA push button pack Chrome Plated,Ideal Standard,20.51,"Finished in chrome, this Ideal Standard dual flush push button is compatible with the Impuls250 Twico-1 flush valve.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard E4448AA push button pack Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/52/NW-C90052_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_DFV_PB_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PC92739,Ideal Standard EV154 hinges for space toilet seat Chrome Plated,Ideal Standard,48.08,"Chrome-plated, this Ideal Standard hinge and fittings pack is suitable for use with the Space toilet seat and cover.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard EV154 hinges for space toilet seat Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/39/C92739_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PB17054,Ideal Standard seat hinges,Ideal Standard,56.03,An Ideal Standard replacement toilet seat hinge.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard seat hinges,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/54/NW-B17054_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_DFV_PB_Assy_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,P171886,"Fluidmaster Airgap 6000 bottom entry delayed plastic shanked fill valve 1/2""",Fluidmaster,19.23,"Suitable for mains and gravity systems, the Fluidmaster Airgap 6000 series 1/2"" fill valve with plastic shank, bottom entry and delayed action fills a cistern fast, even at pressures as low as 0.1 bar.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Fluidmaster Airgap 6000 bottom entry delayed plastic shanked fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/86/NW-171886_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Fluidmaster_Airgap6000_F-Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PJ78046,Grohe dual flush button,Grohe,63.64,"Elegantly designed with a chrome finish, this Grohe dual flush push button is compatible with the Eau2 old-style dual flush valve. Suitable for use in bathroom furniture with concealed cisterns and for in-wall installations, the button has an easy-clean finish and a reliable pneumatic mechanism, making it ideal for high traffic areas. This button requires a 16mm hole for use with its shroud or a hole of at least 35mm if used without the shroud.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Grohe dual flush button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/46/NW-J78046_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grohe_EnjoyWater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PC93217,Ideal Standard supply pipe with nipples nickle set,Ideal Standard,8.57,This Ideal Standard inlet supply pipe in nickel is supplied complete with nipples.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard supply pipe with nipples nickle set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/17/C93217_wm.jpg,,,N,B960773AT,Inlet pipe,N,Complete set,Nickel finish,With nipples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PC31300,Ideal Standard Orion seat hinges White,Ideal Standard,13.53,"This Ideal Standard Orion replacement toilet seat and cover hinge set in white is compatible with Orion, Raphael, Richmond and Saturn loo seats.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard Orion seat hinges White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/50/B87750_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PB90450,Thomas Dudley Phantom concealed side inlet cistern excluding lever,Thomas Dudley,103.35,The water saving Thomas Dudley Phantom concealed cistern with side inlet and outlet includes a Turbo 88 duo flush siphon for full and reduced flushing options. The Phantom's high impact polystyrene build is robust and suitable for low level concealed installations.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Thomas Dudley Phantom concealed side inlet cistern excluding lever,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/50/B90450_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Mirage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PN66495,"Ideal Standard i.Life S toilet seat and cover, compact, slow close",Ideal Standard,89.44,"Designed to fit i.Life A and S toilet bowls, this Ideal Standard i.Life S toilet seat and cover has a smart compact design to suit smaller toilets in bathrooms with less square footage. Square-shaped, this neat loo seat and lid has a soft close mechanism so it won't slam or trap fingers.","Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard i.Life S toilet seat and cover, compact, slow close",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/95/N66494_N66495_wm.jpg,,i.Life S,N,T532901,Toilet Seat,N,For i.Life A and S WC bowls,Soft close,With cover,Bottom fix hinge,,,,Plastic construction,White finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PD58959,Roca A8900950W1 in-wall dual flush plate Chrome,Roca,41.76,"Designed for use with concealed toilet cisterns, this Roca chrome finish dual flush plate is intended for neat in-wall installation.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca A8900950W1 in-wall dual flush plate Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/59/D58959_wm.jpg,,,N,A8900950W1,Dual Flush Plate,N,Two buttons for dual flush,Suitable for use in public bathrooms,Chrome finish,For use on concealed cisterns,,,,For in-wall installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PD08204,Roca In-Wall roca basic tank compact ag,Roca,99.4,"The Roca In-Wall basic tank with AG valve (80mm cistern) concealed cistern is suitable for use with back-to-wall WCs. Highly efficient, this in-wall cistern measures a neat 680 x 480 x 78mm and offers a dual flush mechanism.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Roca In-Wall roca basic tank compact ag,,Basic tank;AG valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/04/NW-D08204_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D08204_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Basic_Tank_Compact_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D08204_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PN66499,Ideal Standard I.Life B close-coupled open bowl 360x665x790 mm White Gloss,Ideal Standard,174.9,"A designer choice for a modern bathroom, the Ideal Standard iLife B close-coupled open WC bowl is manufactured in robust vitreous china with a glossy white finish. Part of a broad collection complete with furniture units, soft close toilet seats and more, this toilet pan can form part of a stylish matching suite.",Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Ideal Standard I.Life B close-coupled open bowl 360x665x790 mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/99/N66499_wm.jpg,,i.Life B,N,E260901,Close Coupled,N,Designed by Palomba Serafini Associati,Slow close seat option,Quick release seat for ease of cleaning,Water efficient design,,,,RimLS+ flush technology,Dedicated furniture unit available,Vitreous china construction,White gloss finish,Horizontal outlet,With fixings,Lifetime warranty,,,,,,,,,,,,,Vitreous China,,,,,,,White/Gloss,Lifetime,Palomba Serafini Associati,Round / Curved,Yes
212,PC60937,Twyford fixings for wall hung WC and bidet,Twyford,13.45,These Twyford fixings are for the fitting of wall-hung toilets and bidets.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> Twyford fixings for wall hung WC and bidet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/37/C60937_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PF47457,MULTIFLUSH DUAL FLUSH VALVE        MFV2C,Marley,65.49,The cable operated Marley Multiflush dual flush valve has an adjustable height internal overflow feature.,Parts and Spares/Plumbing Parts and Spares/Toilet Spares and Parts/Toilet Spares and Parts.csv -> MULTIFLUSH DUAL FLUSH VALVE        MFV2C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/57/NW-F47457_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Multikwik_Sanitary_Systems_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
