,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,Supplier Product Code,Type,WEEE Compliant,By Model Number,Feature 1,Attachment 2,For Use With,Attachment 3,Feature 2,Feature 3,Range,Pack Quantity,Dimensions mm (H x W x D),Application
173,P798254,Ideal pilot burner an injector,Ideal,41.81,"A replacement Ideal pilot burner kit for Concord CX, Concord CXD, Mexico and Cavalcade appliances.  A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal pilot burner an injector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/54/798254_wm.jpg,,N,"CX 240, CXD 240, Super CF 80 P, Super RS 75P, GLS Fire, CX 170, CX 340, CXi 620, CXD 170, CXD 310, Super CF 100, Super CF 100 P, Super CF 140, Super CF 80, GS Fire, CX 275, CX2 140, CX2 170, CX2 205, CX2 240, CX2 240P, CX2 275P, CX2 310, CXD 140, Super R",Gas Assembly,"Concord CX, Concord CXD, Mexico, Cavalcade",n/a,171142,Pilot Burner Kit,N,"CXD 140,CXi 550,CX2 205,CX2 240,CX2 140,Super CF 100,CX2 340,CXD 310,CX 275,CX2 140P,CX 310,CX2 275P,CXD 170,CXi 480,CX 170,CX2 205P,CX2 340P,CXD 275,CXi 620,GS Fire,CX 205,CX2 310,CX2 275,CX 340,CX2 240P,250H (GS/GLS Fires),GLS Fire,CX2 170",,,,,,,,,,
174,P468524,Ideal printed circuit board fuse,Ideal,5.45,"An official Ideal part, this printed circuit board fuse is suitable for use in Evomax, I-mini, Independent, Logic, Logic+, Vogue, Keston Combi, Keston System, Esprit, iCombi, Morco, Atlantic, Classic, Exclusive, Instinct, Procombi and Keston C boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal printed circuit board fuse,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/24/468524_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Logic+_Combi_24-30-35_Install.pdf,,,,,,,,,,,,,,,,,,,
175,P468564,Ideal harness low voltage,Ideal,51.32,"This Ideal low voltage harness is a group of wires compatible with the control panel of Logic+, Keston Combi and Keston C boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal harness low voltage,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/64/468564_wm.jpg,,N,"30, Combi 35, 24, 30C, Combi 30, 35",Control Panel,"Logic+, Keston Combi, Keston C",n/a,175716,Harness,N,,,,,,,,,,,
176,P468541,Ideal front panel screws,Ideal,4.79,"This Ideal front panel screw is a spare for use in the casing of Independent, Logic, Logic+, I-mini and Keston System boilers.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal front panel screws,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/41/468541_wm.jpg,,N,"0, System 15, System 30, ES 30, ESP 35, 35, + System 15, C35, System 18, 24, Heat 12, Heat 15, Heat 24, System 24, + Heat 15, + System 24, + System 30, E 35, Heat 18, System 15, 24, + Heat 18, I-mini 30, C24, E 24, Heat 30, System 30, + System 18, 0, Sys",Casing,Systemi miniHeat,H78208,175656,Front Panel Screw,N,"24,E 35,ES 24,Sy,E 30,I-mini 30,Heat 30,System 24,Heat 18,Heat 15,ESP 35,Heat 12,30,C30,C 24,35,E 24,C35,ES 35,System 18,System 24 IE,System 15,I-mini 24,ESP 30,System 30,System 15 IE,Heat 24,ESP 24,ES 30",,,,,,,,,,
177,P461054,Ideal thermocouple 750mm,Ideal,31.72,"This Ideal thermocouple is a spare part for boilers in the Mexico 2 Bed Super, Mexico 3 Super, Mexico Super and Sprint ranges.  Made of two metals, each producing a slight electrical charge when heated on one side, the thermocouple is involved in the opening and closing of the boiler's valves.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal thermocouple 750mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/54/461054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Mexico_Super_RS3_60P_Install.pdf,,,,,,,,,,,,,,,,,,,
178,P405745,Ideal burner earth pin kit,Ideal,12.18,"A burner earth pin kit designed for Ideal's Evo, Icos, Mexico, Esprit, Esprit 2, Isar, Elise and Istor boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal burner earth pin kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/45/405745_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Esprit_HE24_HE30_HE35_Install.pdf,,,,,,,,,,,,,,,,,,,
179,P468461,Ideal 175550 expansion vessel pipe,Ideal,54.06,"An Ideal pipe for use in the expansion vessel of I-mini, Independent, Logic, Logic+ and Keston C boilers.  The pipe connects the expansion vessel to primary central heating water. When the water heats and expands it is passed up into the expansion vessel through this pipe.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal 175550 expansion vessel pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/61/468461_wm.jpg,,N,"I-mini 30, C24, ES 30, ESP 24, C30, C35, 35, Code Combi ES 26, Code Combi ES 38, E 24, + System 15, + System 18, + System 24, 0, Code Combi 26, ES 24, 24, + System 30, 0, E 30, ESP 35, 30, Code Combi ES 33, E 35, ESP 30, 30C, 30, Code Combi 33, Code Comb",Expansion Vessel,"I-mini, Independent, Logic, Logic+, Keston C",n/a,175550,Pipe,N,,,,,,,,,,,
180,P703135,Ideal clamp,Ideal,10.2,"A genuine Ideal part, this retaining clamp is designed for the flue of Exclusive, iCombi, Independent, Logic, Logic+, Vogue, Atlantic, Esprit, Instinct, Morco, Procombi, Classic, I-mini, Keston System and Keston Combi boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal clamp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/35/703135_wm.jpg,,N,"Exclusive 2 35, i24, 0, C24, 35, Code Combi ES 26, Code Combi ESP1 26, E 24, Heat 12, Heat 15, Max Heat H 15, Max Heat H 18, System 30, System S 18, System S 24, + C 24, + Heat 18, + Heat 24, + System 18, + System S 18, Max System 15, S15 Gen 2, Atlantic",Flue,"Exclusive, iCombi, Independent, Logic, Logic+, Vogue, Atlantic, Esprit, Instinct, Morco, Procombi, Classic, I-mini, Keston System, Keston Combi",H84081,175983,Clamp,N,"System S 24,Combi 30,E 35,Code Combi ESP1 33,i35,Code Combi 33,System 24,Code Combi ES 38,ESP 35,Code Combi ES 33,ESP1 24,30,ESP1 30,C30,35,System S 18,C35,ES 35,Code Combi 26,System 15,Combi 24,ESP 30,Exclusive 24,Heat,Exclusive 30,ESP1 35",,,,,,,,,,
181,P468484,Ideal condensate internal hose,Ideal,13.66,"This Ideal branded condensate internal hose is a flue part designed for Independent, Logic, Logic+, Keston C, Keston Combi, Keston System and I-mini boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal condensate internal hose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/84/468484_wm.jpg,,N,"0, C35, Combi 35, 35, Code Combi ESP1 38, ES 24, ESP 30, ESP1 24, Max System S 30, 24, + C 30, + System 15, 30C, 0, C24, System 24, 30, C 24, Code Combi ESP1 26, ESP 24, System 30, System S 15, 0, + Combi 30, System S 15, E 30, ESP 35, Max System S 15, S",Flue,"Independent, Logic, Logic+, Keston C, Keston Combi, Keston System, I-mini",H78168,175582,Hose,N,"System S 24,C 24,C30,24,35,E 24,E 35,System S 18,C35,Code Combi ESP1 38,ES 24,ES 35,Code Combi ESP1 33,Code Combi 26,System 24 IE,System 15,I-mini 24,System 24,ESP 30,System 15 IE,Code Combi ES 26,System S 30,ES 30,ESP1 24",,,,,,,,,,
182,P797085,Ideal flue spigot with sample plug,Ideal,46.52,"Supplied with a plug, this flue spigot is a genuine Ideal part for boiler installation.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal flue spigot with sample plug,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/85/NW-797085_wm.jpg,,N,,Flue,Keston Heat2Keston SystemKeston Combi,n/a,177057,Flue Spigot,N,,,,,,,,,,,
183,P703136,Ideal condensate internal hose,Ideal,13.88,"This Ideal branded condensate internal hose is a condensate trap part designed for Logic and Logic+ boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal condensate internal hose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/36/703136_wm.jpg,,N,"+ Heat 12, + Heat 15, + Heat 30, Heat 24, + Heat 24, Heat 18, Heat 30, Heat 15, Heat 12, + Heat 18",Condensate Trap,LogicLogic+,H84084,175984,Hose,N,"Heat 18,Heat 15,Heat 24,Heat 12,Heat 30",,,,,,,,,,
184,P703134,Ideal rear sealing cap kit,Ideal,20.87,"A genuine Ideal part, this flue cap kit is compatible with boilers in the Logic and Logic+ ranges.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Ideal Boiler Parts/Ideal Boiler Parts.csv -> Ideal rear sealing cap kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/34/703134_wm.jpg,,N,"Heat 18, Heat 30, Heat H 30, + Heat 18, Heat 24, Heat H 12, Heat H 15, Heat H 18, + Heat H 15, + Heat H 18, + Heat H 30, Max Heat H 18, Max Heat H 24, Max Heat H 30, Max Heat H 15, + Heat 24, Heat H 24, + Heat 12, Heat 12, + Heat 30, + Heat H 12, + Heat",Flue,LogicLogic+,n/a,176053,Cap Kit,N,"Heat 18,Heat 15,Heat 24,Heat 12,Heat 30",,,,,,,,,,
