,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 5,Type,Attachment 6,Attachment 7,Boiler Section,Boiler Range,Setting Range,Dimensions mm (H x W x D),Range,Pack Type,Colour,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Dimensions (L x W x D),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Installation Type,Number of Channels,Pack Quantity,Output,Connection Size,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Part Gas Council number,Operating Temperature Range (C),Range For Use With,Connection,Thread Standard,Max Set Pressure,Connection Gender,Thread Size,Feature 12,Feature 13,Feature 14,Volume,Physical State / Form,By Model Number,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 8,Number of Ports,Operator Type,Seal Material,Model For Use With,Spray Angle,Diameter,Air Volume (m3 per s),Capacitance,Feature 15,Feature 16,Area (m2),Output (W),Fuel Type,Fan Speeds,Mounting Type,Feature 17,Feature 18,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Feature 19,Attachment Type,Pipe Diameter,Mains Connection Size and Type,System Connection Size and Type,Drain Connection,Attachment 9,Top Design,Overheat Protection,Programmable,Controls,BTU h,IP Rating,Finish,Max Fill Pressure,Full Load Current A,Thickness,Sector,Flue Type,Flue Diameter,Flue Length,Control Device,Fire Frontage,Flue Size,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 20,Feature 21,Feature 22
1523,P148268,Grundfos CMBE commercial/industrial close coupled in-line circulator pumps,Grundfos,3587.0,"A compact booster system for domestic water supplies, this Grundfos CMBE 5-62 I-U-C-D-D-B booster has a five way valve, expansion tank, pressure gauge and an integrated speed controller to keep constant pressure in the pipe system. A pressure sensor monitoring changes in water consumption signals to the speed controller to adapt performance for maximised comfort and efficiency. Easy to install, the CMBE is ready to plug-and-play as soon as pipework is installed.",Heating/Heating.csv -> Grundfos CMBE commercial/industrial close coupled in-line circulator pumps,,CME pump with integrated frequency converter;5-way valve;Expansion tank;Pressure gauge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/68/NW-148268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_CMBE_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MGE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Grundfos_CMBE_Morocco_Declar_Cert.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,P306679,Danfoss Control Packs Danfoss Control Packs programmable battery powered control pack,Danfoss,184.8,"Helping to streamline your home heating, the easy to install Danfoss Heatplan programmable battery-powered control pack includes a motorised valve, a room thermostat and a wiring box assembly.",Heating/Heating.csv -> Danfoss Control Packs Danfoss Control Packs programmable battery powered control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/79/306679_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Elect_Room_Controls_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Danfoss_TP5001_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_TP5001_User_Guide.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,PB98073,Monarch Water Scaleout XP replacement resin pack White,Monarch Water,297.78,"This Monarch Water replacement resin pack is intended for use in the brand's Scaleout XP limescale control device. Almost effective as a water softener, Scaleout XP employs advanced technology to prevent the damage that can be done by hard water. In addition to preventing the formation of new scale, the device is able to remove existing limescale with no need for electricity and no impact on the quality of drinking water.",Heating/Heating.csv -> Monarch Water Scaleout XP replacement resin pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/rp/SXP15RP_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/el/ey/PRODUCT_GUIDE_wolseley.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,P303102,Schneider Electric MZ300S floating actuator and S.V linkage for use on VP224R valves 24V,Schneider Electric,322.67,"Driving a wide range of valves with an M30 bonnet, this Schneider Electric MZ300S 300 N universal actuator is provided with an adapter to drive Satchwell VUE, MEU and FEU zone valves, the VP224R PICV valve and, specifically for the 230VAC model, the VZX and MZX globe valve.",Heating/Heating.csv -> Schneider Electric MZ300S floating actuator and S.V linkage for use on VP224R valves 24V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/02/NW-303102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/SE_Valv-Actor_Catalogue-2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SE_MZ300S24F_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,P567611,Wavin Hep2O underfloor heating edge expansion foam 150mm x 25mtr,Wavin,43.19,"Suitable for installation around the perimeter of a room ahead of final screeding, this Wavin Hep2O UFH edge expansion foam allows for the thermal expansion of floor screed, preventing screed ingress underneath insulation in underfloor heating installations.",Heating/Heating.csv -> Wavin Hep2O underfloor heating edge expansion foam 150mm x 25mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/11/567611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,P306684,Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,Danfoss,144.99,"Helping to streamline your home heating, the easy to install Danfoss Heatplan electromechanical dial control pack includes a motorised valve, a two channel programmer time switch, a cylinder thermostat, a room thermostat, a receiver and a wiring box assembly.",Heating/Heating.csv -> Danfoss Control Packs Danfoss Control Packs electromechanical dial control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/84/306684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RMT_Thermostat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_FP720_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Wireless_Heat_CtrlPack_Cat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,P416140,Watts Industries Electro Controls linkage kit mk15 mk50 scr valve,Watts Industries,185.85,A Watts Industries Electro Controls Mk15 Mk50 SCR valve linkage kit.,Heating/Heating.csv -> Watts Industries Electro Controls linkage kit mk15 mk50 scr valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/40/NW-416140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WI_Electro_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,P136643,Valor Balmoral BAL20CH ecolite fire Chrome,Valor,252.01,"Exuding efficiency and charm, Balmoral forms part of Valor’s new Ecolite range of contemporary inset electric fires that is designed to offer the ultimate in electric heating. Complete with a top side switch control, Balmoral is easy to operate and a one piece moulded coalbed and kettle connection also aids installation. For the ultimate in heat and comfort, a concealed 2.0kW fan heater provides a choice of two heat settings and for full visual effect, the flame can be enjoyed independently of the heat. Whilst boasting 100% efficiency, running costs are minimised courtesy of integral ‘Ecolite’ energy efficieny LED lights. To suit everyone’s tastes, Balmoral is available in black, brass and contemporary chrome.",Heating/Heating.csv -> Valor Balmoral BAL20CH ecolite fire Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/43/136643_wm.jpg,,,,,,,1 year,N,,,Metal,,,X-047502,N,,,Acontemporary flame effect fire designed for wall mounting,Chassis can also be inset so that only the frame protrudes,Remote control for armchair selection of on/off,Heat and flame effect light levels,Choice of two heat settings,Optiflame‚ effect with optiglo‚ glowing log bed,Black finish,Concealed fan heater gives output of 2kw,Flame effect can be used independently of heat,Beab approval,,,,,,,,,,Balmoral,,Chrome,,,,185,,,,,,,,,,,,,,,,,,,2 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual Control,n/a,,,,,,,
1531,P302643,"Schneider Electric MBX 3 port low pressure hot water valve 1.1/4 "" cv=12",Schneider Electric,276.58,"This Schneider Electric MBX three port low pressure hot water valve meets the needs of a wide variety of operating conditions and applications. It includes 1 1/4"" female BSP connections.","Heating/Heating.csv -> Schneider Electric MBX 3 port low pressure hot water valve 1.1/4 "" cv=12",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/45/NW-302643_302645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/SE_MBX_Valve_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/SE_Satchwell_Prod_Sel_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,P163943,Wilo Yonos Maxo 40/0.5-12 PN6/10 commercial heating pump,Wilo,1083.59,"The Wilo Yonos Maxo is a compact pump for commercial buildings with HVAC applications, with an EC motor and electronic power adjustment for optimum energy efficiency.  Easy to set up with three operating modes and simple adjustment over three speed stages when replacing an uncontrolled standard pump. Additional option to expand the pumps intelligent functions further with the Wilo Connect Module.   This inline glandless pump is suitable for use in domestic or commercial buildings for all central heating, underfloor heating, air-conditioning systems, closed cooling circuits, industrial circulation systems.",Heating/Heating.csv -> Wilo Yonos Maxo 40/0.5-12 PN6/10 commercial heating pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/43/163943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,P814561,Powrmatic LX unit heater ErP 2021 free blowing 39.9kW,Powrmatic,3999.66,"Helping to reduce NOx levels, the Powrmatic LX 39.9kW ErP 2021 free blowing warm air suspended gas unit heater is designed to incorporate fully modulating burner technology. Offering the same quality of build and robust longevity as the LNVx, the LX unit has a compact footprint for convenient space-saving and offers ease of installation and maintenance thanks to its swing-out burner wiring panel design and top-mount suspension points.",Heating/Heating.csv -> Powrmatic LX unit heater ErP 2021 free blowing 39.9kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/61/NW-814561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Powrmatic_LX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Powrmatic_LX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,P871094,Mikrofill Mikropro 35 Pressurisation set with 35litre vessel and service valve,Mikrofill,1389.38,"The Mikrofill 35 pressurisation set, supplied with 35L vessel and service valve, is a compact sealed system package built around the Mikrofill 3 advanced direct-type pressurisation unit. Capable of cold fill pressurisation up to 4.7 bar, this expansion vessel with 3/4"" quick-fit service valve meets the requirements of a variety of LPHW and CHW applications.",Heating/Heating.csv -> Mikrofill Mikropro 35 Pressurisation set with 35litre vessel and service valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/94/871094_wm.jpg,,,,,,4-40 degrees,4 Years,N,,,,,,100035,N,,,Duty and duty standby options,With 35L vessel,Service valve included,Robust construction,Digital control system with graphic display,4 year warranty,,,,,,,Pressurisation system,,,,,,,,,Blue/Grey,,,,Control Unit - 112expansion vessel 376,,,,,,,,,,,,,,,LCD colour matrix display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 mm compression,cold water inlet 15mm compressioncold water outlet 15mm compressionexpansion vessel connection 3/4inch M,Via tundish3/4 BSP,,,,,,,,,,,,,,,,,,,,,,,,
1535,P466523,Ecoflam motor 100w,Ecoflam,87.11,This Ecoflam M113/3 240V 100W three phase motor is compatible with the Minor 4 burner.,Heating/Heating.csv -> Ecoflam motor 100w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/23/NW-466523_wm.jpg,,,,,,8 to 28,5 Years,N,,,,,,65074326,N,,,Black colour,5 year warranty,,,,,,,,,,,Motor,,,,,,,,,,,240,3,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor 4 AB,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,P157926,Nu-Way MGN GS475024455 Mgn Ignition Electrode,Nu-Way,38.25,A Nuway ignition or spark electrode.,Heating/Heating.csv -> Nu-Way MGN GS475024455 Mgn Ignition Electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/26/NW-157926_wm.jpg,,,,,,,,N,,,,,,GS475024455,N,,,Reliable design,For use with MGN420 and 530,,,,,,,,,,,IGNITION ELECTRODE,,,,,,x  x,MGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,P893978,Altecnic 533H 533751H high temperature pressure reducing valve port only 22m,Altecnic,63.27,"With a specially-shaped diaphragm for accurate pressure regulation for an effective response to changes in downstream pressure, the high performance Altecnic 533H pressure reducing valve with 22mm connections is designed for higher flow rates and a low noise level, providing a maximum set pressure of 5.5 bar. With a plastic cartridge control stem housing offering a low coefficient of adhesion, this PRV reduces the risk of damage and malfunction that can be caused by the build-up of scale.",Heating/Heating.csv -> Altecnic 533H 533751H high temperature pressure reducing valve port only 22m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/79/NW-893977_893979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_533H_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,P141855,Grundfos Magna 3 D 100-120 F 450 circulating pump 1 x 230V PN6,Grundfos,9038.05,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 100 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Heating.csv -> Grundfos Magna 3 D 100-120 F 450 circulating pump 1 x 230V PN6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/55/NW-141855_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,P493230,Clesse Clessinox outlet hose assembly kit with testpoint 1/2'' x 15 and 22mm 35kW Stainless Steel,Clesse,27.15,"Clessinox Stainless Steel metallic flexible complete hose assembly kit 1.2mtr – 1/2” male taper with INTEGRATED TEST POINT, supplied with both 15 & 22mm Compression fittings for all site eventualities, BS6891:2015 compliant and rodent resistant, certified 1mb pressure loss per mtr @ 35kW/h. Suitable for use with Single cylinder installations and 2 cylinder Changeover kits with Gas pipework connections of 15 or 22mm.",Heating/Heating.csv -> Clesse Clessinox outlet hose assembly kit with testpoint 1/2'' x 15 and 22mm 35kW Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/30/493230_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Clesse_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Clesse_Catalogue_2019-2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
