,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,Attachment 1,By Model Number,Body Material,Attachment 2,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Pack Quantity,Range,Attachment 3,Range For Use With,Weight,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,For Use With
253,P475403,Vaillant flame sensing electrode,Vaillant,14.84,"A genuine Vaillant spare, this ignition spark electrode is designed for TURBOmax VUW (fan-assisted) and THERMOcompact VU (fan-assisted) appliances.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant flame sensing electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/03/475403_wm.jpg,N,"VUW 282 E, VU 142/1 E, VU 242 E, VU 282/1 E, VU 242/1 E, VUW 282/1 E, VU 182 E, VUW 242 E, VU 182/1 E, VU 282 E, VUW 242/1 E",Gas Assembly,"TURBOmax VUW (fan-assisted), THERMOcompact VU (fan-assisted)",090563,Electrode,N,,,"VU 182/1 E,VUW 282/1 E,VU 182 E,VU 242/1 E,VUW 242/1 E,VU 282/1 E,VU 142/1 E,VUW 282 E,VU 282 E,VU 242 E,VUW 242 E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,P409030,Vaillant sealing ring,Vaillant,8.3,"This Vaillant seal is suitable for use in the heat exchanger of 80/125 PP (condensing) appliances.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant sealing ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/30/409030_wm.jpg,N,"Outdoor wall bracket, adjustable, Sliding sleeve 80/125 PP, Extension 1.0 m facade, Horizontal flue duct 80/125 SS, Horizontal WDF 80/125 PP, Bend 45 Gr. 80/125 PP ( 2 pcs ), Bend 87 Gr. 80/125 PP, Connection to exhaust pipe facade, Exterior wall holder,",Heat Exchanger,80/125 PP (Condensing),981253,Seal,N,,,"adjustable,Sliding sleeve 80/125 PP,Extension 0.5m facade,Connection to exhaust pipe facade,Exterior wall holder,Bend 45 Gr. 80/125 PP ( 2 pcs ),Bend 87 Gr. 80/125 PP,Horizontal WDF 80/125 PP,Extension 1.0 m facade,Outdoor wall bracket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,P476292,Vaillant packing ring set,Vaillant,8.27,"A Vaillant spare, this packing ring pack is for use in the heat exchanger of ecoTEC VU (condensing), ecoMAX VU (condensing), ecoMAX VUW (condensing) and ecoTEC VUW (condensing) units,  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant packing ring set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/92/476292_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_exclsv_832838_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,P400049,Vaillant 981154 O rings (10),Vaillant,8.3,"An official Vaillant branded spare, this 10 piece O-ring pack is suitable for use in the heat exchanger of ecoMAX VU (condensing), ecoMAX VUW (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), VWF (heat pump), COMBIcompact VCW (conventional flue), COMBIcompact VCW (fan-assisted), Guernsey/Jersey only (condensing), aquaPLUS VUI (fan-assisted), THERMOcompact VC-VCW (balanced flue) and MAG (balanced flue) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981154 O rings (10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/49/400049_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,P409036,Vaillant cover control slot Grey,Vaillant,8.27,"A Vaillant replacement control cover for ecoTEC VU (condensing), ecoTEC VUW (condensing) and ecoTEC VUI (condensing) boilers.  A cover for the control panel or user interface, this part keeps display and controls clean and concealed. The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant cover control slot Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/36/409036_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_atmoTECturboTECpropls_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P501446,Vaillant clamp 100 x 30mm,Vaillant,18.24,"A clamp for the flue of Vaillant's 60/100 PP (condensing) unit.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clamp 100 x 30mm,,Clamp;2x screws,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/46/501446_wm.jpg,N,"Bend 87 degree DN 60/100 PP, Separator DN 60/100 PP, Extension 1.0 m DN 60/100 PP, Pipe clamps 100 mm, 45 degree bend DN 60/100 PP ( 2 pcs ), Extension 2.0 m DN 60/100 PP, Mounting clamp ( x 5 ) DN 100, Wall bushing 60/100 PP, Extension 0.5 m DN 60/100 P",Flue,60/100 PP (Condensing),0020018318,Clamp,N,,,"Bend 87 degree DN 60/100 PP,Extension 1.0 m DN 60/100 PP,45 degree bend DN 60/100 PP ( 2 pcs ),Mounting clamp ( x 5 ) DN 100,Wall bushing 60/100 PP,Pipe clamps 100 mm,Extension 0.5 m DN 60/100 PP,Extension 2.0 m DN 60/100 PP,Separator DN 60/100 PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,P476289,Vaillant 981111 packing ring,Vaillant,8.27,"A Vaillant spare, this packing ring is used in the gas assembly of Guernsey/Jersey only appliances (condensing), ecoMAX VU (condensing), ecoMAX VUW (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing) and ecoTEC VUW (condensing) units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 981111 packing ring,,Packing Ring,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/89/476289_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC_VU_466-656_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,P417870,Vaillant 0020213903 display,Vaillant,56.51,"This Vaillant replacement display is compatible with Sustain domestic boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020213903 display,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/70/417870_wm.jpg,N,,Control Panel,Sustain,0020213903,,N,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,P476045,Vaillant clamp,Vaillant,8.27,"A genuine Vaillant accessory, this pressure gauge clip is designed to keep parts securely in one piece in ecoMAX VU (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), ecoMAX VUW (condensing) and aquaPLUS VUI (fan-assisted) appliances.  A pressure gauge gives a visual measurement of the pressure in a system. Ordinarily a leak in your system will show as a consistent pressure drop.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant clamp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/45/476045_wm.jpg,N,"ecoMAX 618/2 E VU 186/2-C, ecoMAX 622/2E VU 226/2-C, ecoTEC plus 615 VU 156/3-5, ecoTEC plus 618 VU 186/3-5, ecoTEC plus 630 VU 306/3-5, VU 656/4-5, ecoTEC plus 937 VUI 376/3-5, ecoTEC pro 24 VUW 246/3-3 R2, THERMOcompact 615 E VU 152/2-5 R1, TURBOmax pr",Hydraulics,"ecoMAX VU (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing), ecoTEC VUW (condensing), THERMOcompact VU (fan-assisted), TURBOmax VUW (fan-assisted), ecoMAX VUW (condensing), aquaPLUS VUI (fan-assisted)",0020107709,Clip,N,,,"ecoMAX 665 VU 656-7,ecoMAX 828/2 E VUW 286/2-C,ecoMAX 835 E VUW 356-C,ecoTEC plus,ecoMAX 613/2 E VU 126/2-C,aquaPLUS VUI 362-7,ecoMAX 635E VU 356-C,aquaPLUS VUI 362-7 R3,ecoMAX 824/2 E VUW 246/2-C,ecoMAX 635 VU 356/2-C,ecoMAX VU 226 E,ecoMAX 646 VU 466-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,P504392,Vaillant 0020144608 adaptor,Vaillant,8.27,"This Vaillant flue adapter is compatible with ecoTEC Plus, ecoTEC Pro and ecoTEC Exclusive models.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 0020144608 adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/04/534304_wm.jpg,N,ecoTEC plus 824 Vuw 246/5-5 R1ecoTEC plus 824 Vuw 246/5-5 R2ecoTEC plus 824 Vuw 246/5-5 R4ecoTEC plus 831 Vuw 316/5-5 R1ecoTEC plus 831 Vuw 316/5-5 R2ecoTEC plus 831 Vuw 316/5-5 R4ecoTEC plus 837 Vuw 376/5-5 R1ecoTEC plus 837 Vuw 376/5-5 R2ecoTEC plus 83,Flue,EcoTec Plus;EcoTec Pro;EcoTec Exclusive,0020144608,Adaptor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,P475956,Vaillant knobs Green (Pack of 3),Vaillant,21.82,"A genuine Vaillant replacement part, this control knob can be used with THERMOcompact VU (fan-assisted) and TURBOmax VUW (fan-assisted) boilers.  Attached to a spindle on the boiler's control panel, a control knob allows for manual control of the appliance's functions.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant knobs Green (Pack of 3),,3x control knobs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/56/475956_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_Turboblock_Turbotop_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,P501202,Vaillant 193539 O rings (10),Vaillant,20.69,"This Vaillant O-ring pack, containing 10 pieces, is for use in the heat exchanger of Guernsey/Jersey only (condensing), ecoTEC VU (condensing), ecoTEC VUI (condensing) and ecoTEC VUW (condensing) units.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant 193539 O rings (10),,10x O-rings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/02/501202_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Vaillant_ecoTEC+_824837612637_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,P498994,Vaillant printed circuit (230v option board),Vaillant,49.94,"A genuine Vaillant printed circuit board for ecoMAX VU (condensing) boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Vaillant Boiler Parts/Vaillant Boiler Parts.csv -> Vaillant printed circuit (230v option board),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/94/498994_wm.jpg,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoMAX_Pro_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
