,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,For Use With,Attachment 2,Attachment 3,Attachment 4,Range
219,P441718,Glow-worm 2000800532 fan assembly,Glow-worm,397.97,"This replacement Glow-worm fan assembly is compatible with Ultimate, Xeon and Micron units.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm 2000800532 fan assembly,,"Fan, plate and gasket",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/18/441718_wm.jpg,,N,"120FF, 120 FF, 120 FF, 120FF",Fan Combustion Chamber,"Micron, Ultimate, Xeon",278185,120FF,2000800532,Fan Assembly,N,,,,,,,,
220,P177381,Glow-worm radio frequency thermostat and receiver,Glow-worm,152.08,"The Glow-worm Climapro1 RF is a two channel programmable room thermostat for simple daily pre-programming of heating and hot water. Easy to install, this thermostat requires only basic wiring.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm radio frequency thermostat and receiver,,Climapro1 RF,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/81/177381_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/73/81/177380_177381.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_Climapro1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Glow-worm_Climapro1_User_Guide.pdf,,
221,P442282,Glow-worm gasket heat exchanger door/mixing arm,Glow-worm,8.25,"This arm gasket is a spare part for specific use in the heat exchanger of Glow-worm SXI, Ultracom, Ultrapower, Eden, HXI, British Gas and CXI boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm gasket heat exchanger door/mixing arm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/82/442282_wm.jpg,,N,"18SXI, 30CXi, 30HXi, 30SXi, 38CXi, 38HXi, SXI 100, Vb, 24HXI, 12HXi, 15HXi, Cb, Sb, 18HXI, 30SXI, 18SXi, 30CX, BG330, 30HXI, 24CXi, 38CXI, 18HXi, 24CX, 24HXi, 30CXI, 15HXI, 38HXI, SXI 170, 24CXI, 12HXI",Heat Exchanger,"SXI, Ultracom, Ultrapower, Eden, HXI, British Gas, CXI",E85015,"24CX,30SXI,30CX,38CXI,BG330,24CXI,Vb,SXI 170,24HXI,Sb,18SXI,30CXI,12HXI,SXI 100,30HXI,38HXI,15HXI,18HXI,Cb",801688,Arm Gasket,N,,,,,,,,
222,P485887,Glow-worm zig ignitor,Glow-worm,48.08,"This Glow-worm zig ignitor is a replacement part for the pilot assembly of HXI, British Gas, SXI, Ultracom, CXI and Eden units.  A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm zig ignitor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/87/485887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_hxi_Installation.pdf,,,,,,,,,,,,,,,,,
223,P443796,Glow-worm rear control box,Glow-worm,13.9,"A Glow-worm rear control box for Flexicom and Ultimate boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm rear control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/96/443796_wm.jpg,,N,"12HX, 35CX, 15HX, 30SX, 35HX, 24HX, 24H, 30CX, 30HX, 18HX, 18SX, 24CX",Control Panel,"Flexicom, Ultimate",H42781,"35CX,18HX,24CX,15HX,35HX,30SX,30CX,24HX,24H,12HX,30HX,18SX",0020025184,Control Box,N,,,,,,,,
224,P413268,Glow-worm system pressure sensor,Glow-worm,68.83,"A Glow-worm system pressure sensor for Betacom boilers.  Pressure sensors control internal water, gas and air pressure inside a boiler or closed system.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm system pressure sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/413268_wm.jpg,,N,"Betacom 24, Betacom 30",Control Panel,Betacom,H49322,"Betacom 24,Betacom 30",0020038532,Sensor,N,,,,,,,,
225,P440776,Glow-worm diaphragm,Glow-worm,10.13,"A diaphragm membrane for the diverter valve of Glow-worm's Compact and SD boilers.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm diaphragm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/76/440776_wm.jpg,,N,"100E, 30E, 60SS, 100SS, 30E, SB 30E, 75E, SB30E, 80E",Diverter Valve,"Compact, SD",E27176,"100E,60SS,80 E,75E,100SS,30E,SB30E",S801191,Diaphragm Membrane,N,,,,,,,,
226,P440465,Glow-worm injector,Glow-worm,20.24,"A Glow-worm pilot injector for Buckingham III, Hideaway and Cast Iron units.  A pilot injector regulates the velocity at which gas allowed into the boiler’s burner or pilot assembly. This process makes sure that the system uses only the amount of gas necessary, saving on waste.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm injector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/65/440465_wm.jpg,,N,"100 CF, 50 BF, 100 CF, 60 BF, 60 CF, BBU 52, 100 BF, 60 OF, 50 CF, 80 BF, BBU 56, 50 CF, 120 CF, BBU 56F, 40 BF, 70 CF, 90 OF, 120 BF, 40 BF, 60 CF, 70 CF, BBU 45, BBU 45F, 120 CF, 40 OF, 50 BF, 70 OF, 80 OF, 120 OF, 40 CF, 90 CF, 100 BF, 60 BF, 70 BF, 1",Gas Assembly,"Buckingham III, Hideaway, Cast Iron",392935,"120 CF,90Cf,BBU 56F,BBU 45,70Cf,50Cf,80 BF,40 OF,100 BF,90 BF,40 BF,120 OF,BBU 52,80Cf,120 BF,BBU 45F,70 OF,60Cf,BBU 56,60 BF,40Cf,50 BF,60 OF,70 BF,80,50 OF,100Cf,100 OF",S203508,Injector,N,,,,,,,,
227,P441418,Glow-worm high limit thermostat,Glow-worm,24.16,"A Glow-worm thermostat for use with Micron boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm high limit thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/18/441418_wm.jpg,,N,"70FF, 40FF, 80FF, 80FF, 60FF, 70FF, 30FF, 50FF, 40FF, 60FF, 50FF, 30FF",Control Panel,Micron,E57911,"70FF,50FF,60FF,80 FF,40FF,30FF",2000801232,Thermostat,N,,,,,,,,
228,P479509,Glow-worm safety valve 3.5 bar,Glow-worm,36.21,"This Glow-worm pressure relief valve is a replacement part suitable for use with Betacom boilers.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm safety valve 3.5 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/09/479509_wm.jpg,,N,"Betacom 24C, Betacom 30C",Gas Assembly,Betacom,723810,"Betacom 30C,Betacom 24C",0020061610,Pressure Relief Valve,N,,,,,,,,
229,P443750,Glow-worm flow and return elbow,Glow-worm,43.92,"A Glow-worm replacement elbow for the heat exchanger of Flexicom, British Gas and Ultimate boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm flow and return elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/50/443750_wm.jpg,,N,"30CX, 35CX, 24HX, 12HX, 18SX, BG330+, 15HX, 18HX, 30HX, 30SX, 35HX, 24CX, 24H",Heat Exchanger,"Flexicom, British Gas, Ultimate",H42713,,0020020708,Elbow,N,,,,,,,,
230,P413358,Glow-worm gas section 35kw,Glow-worm,327.18,"This Glow-worm gas valve is suitable for use in Ultracom, Xtramax and CXI boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm gas section 35kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/58/413358_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Glow-worm_DungsGasValve_Instruction.pdf,,,,,,,,,,,,,,,,,
231,P442102,Glow-worm overrun control thermostat,Glow-worm,47.28,"This Glow-worm thermostat is designed for Protherm, Ultimate and Ikon boilers.  The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Glow Worm Boiler Parts/Glow Worm Boiler Parts.csv -> Glow-worm overrun control thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/02/442102_wm.jpg,,N,"40-50 CI, 40FF LPG, 40-50 CI From Ser No.0204001, 40FF, 40-50 CI From Ser No.0204001, 30FF, 30FF, 50FF, 40-50 CI, 30FF LPG, 50FF, 50FF LPG, 40FF",Control Panel,"Protherm, Ultimate, Ikon",E77415,"50FF,40FF,30FF LPG,40-50 CI From Ser No.0204001,50FF LPG,40-50 CI,30FF,40FF LPG",S800849,Thermostat,N,,,,,,,,
