,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Operating Temperature,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,End Connection B size,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Colour,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Wall Thickness (mm),Weight,Material Type,Grade,Min Outlet Pressure,Max Outlet Pressure,Connection Gender,Standards,Attachment 10,Connection Size (mm),Actuator Type,Handle Type,Number of Ports,Operator Type,Seal Material
812,PR75078,Pegler VSH XPress 45deg obtuse street elbow 35mm Stainless Steel,Pegler,18.86,"Made of stainless steel, this VSH Xpress SS21S 35 x 35mm 45° obtuse street elbow includes press-fit x male insertion end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress 45deg obtuse street elbow 35mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/78/NW-R75074_R75078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS21S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,PM15420,Geberit Mapress 45deg street elbow 76.1mm Stainless Steel,Geberit,98.58,"This Geberit Mapress 76.1 x 76.1mm 45° bend is made of stainless steel with plain end x press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress 45deg street elbow 76.1mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/22/NW-M15420_M15422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_SS_Bend_Plain_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,PR75504,"Pegler VSH XPress SS69 male iron straight connector 28mm x 1"" Stainless Steel",Pegler,50.63,"Made of stainless steel, this VSH Xpress SS69 28mm x 1"" union connector includes press-fit x BSP tapered male thread end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress SS69 male iron straight connector 28mm x 1"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/07/NW-R75504_R75507_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS69_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,PM16776,Geberit Mapress 45deg street elbow 54mm Copper,Geberit,34.8,"This Geberit Mapress 54 x 54mm 45° bend is made of copper with press-fit x plain end connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, service water, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress 45deg street elbow 54mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/76/NW-M16772_M16776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_Copper_Gas_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Coppr_BendPlain_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,PR75104,Pegler VSH XPress reduced branch tee 42 x 22 x 42mm Stainless Steel,Pegler,33.28,"Made of stainless steel, this VSH Xpress SS25 42 x 22 x 42mm 90° reduced branch tee includes press-fit end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress reduced branch tee 42 x 22 x 42mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/10/NW-R75102_R75110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS25_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,PM48004,Geberit MPS SS therm 41708 mi adaptor 28 x 1,Geberit,12.22,"This Geberit Mapress Therm 28mm x 1"" adapter is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit MPS SS therm 41708 mi adaptor 28 x 1",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/04/M48004_wm.jpg,,,Press FitMale Thread,,,,N,EN 10312:2002 + A1:2005,Unequal,,28mmØ,1 InchØ,,Stainless Steel CrTi steel 1.4520 (EN 10088),28mmØ1 InchØ,,,41708,Male Thread Press Fit Adaptor,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,PM15803,Geberit Mapress reduced branch tee 28 x 28 x 22mm Stainless Steel,Geberit,24.02,"This Geberit Mapress 28 x 22 x 28mm 90° reducer tee is made of stainless steel with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress reduced branch tee 28 x 28 x 22mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/03/NW-M15803_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_SS_Reduced_Tee_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,PK30479,Pegler Proflow metering station 65mm PN16 Stainless Steel,Pegler,170.41,This Pegler Proflow V953 metering station with fixed orifice and extended test points includes 65mm flanged connections.,"School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler Proflow metering station 65mm PN16 Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/84/NW-K30479_K30484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_V953_MS_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,PK17816,Crane Ball Valve D171ALS  DZR ball valve (BSP) PN25 32mm,Crane,219.5,"Easy to install and with effortless operation, the Crane D171ALS PN25 threaded manual ball valve with lockshield and 32mm BSP tapered female connections has a compact and lightweight design. Spanner-operated, this valve allows for full flow with minimum turbulence when open and has a bubble-tight seal in its closed position. Made of DZR bronze this valve has a PTFE seal.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Crane Ball Valve D171ALS  DZR ball valve (BSP) PN25 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/16/NW-K17816_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D171ATH_D171ALS_BallValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_D171_1907008_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_CopperAlloy_Ball_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,PM47932,Geberit MPS SS therm 41104 90d bend 22,Geberit,6.36,"This Geberit Mapress Therm 22mm 90° bend is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit MPS SS therm 41104 90d bend 22",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/M47932_wm.jpg,,,Press Fit,,,,N,EN 10312:2002 + A1:2005,Equal,90,22mm,22mmØ,,Stainless Steel CrTi steel 1.4520 (EN 10088),22 mm,,,41104,90° Press Fit Elbow,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,PM15425,Geberit Mapress equal tee 76.1mm Stainless Steel,Geberit,181.73,"This Geberit Mapress 76.1 x 76.1 x 76.1mm 90° tee is made of stainless steel with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress equal tee 76.1mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/27/NW-M15425_M15427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_SS_Equal_Tee_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
