,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Connection Size,Operator Type,Type,Colour,Connection Type,Material Type,Warranty,Material,Size,Range,Body Material,Grade,Diameter,Operating Temperature,Feature 7,Feature 8,Finish,Length (M),Pack Quantity,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Connection Type 1,Connection Type 2,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Gender,Seat Material,Weight,Thickness,Single / Double,Thread Size,Standards,Number of Ports,Seal Material,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
212,P503701,Pegler VSH Tectite quarter turn lever ball valve 15mm,Pegler,10.41,"This VSH Tectite TX300 15 x 15mm quarter-turn ball valve is made of brass with push-fit end connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler VSH Tectite quarter turn lever ball valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/02/NW-503701_503702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_Tectite_DVGW_TX300_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_BSIKitemark_CCAPF_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_SphericalValves_WRAS_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_Tectite_TX300_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Y_Tectite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
213,P172102,"Midland Brass brass screwed drian cock (Type-A) lockshield WRAS1/2""",Midland Brass,3.8,"This Midland Brass brass drain cock provides a handy draw-off point in a pipe, system or tank. It is installed with a 1/2"" threaded connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass brass screwed drian cock (Type-A) lockshield WRAS1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/02/NW-172102_wm.jpg,,,N,MBFDOCTALS-D,N,Brass construction,Metallic finish,12 month warranty,,,,1/2 inch,,Drain Cock,,Threaded,,,,,,,CW617N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PC50790,Tesla CSB cooker stability bracket set (1),Tesla,3.64,A Tesla 145mm brass cooker stability bracket set for reliably sturdy installation.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Tesla CSB cooker stability bracket set (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/90/NW-C50790_wm.jpg,,,N,CSB,N,Hardwearing brass construction,Reliable design,Manufactured to European standards,,,,,,Bracket,Brass,Wall mounted,,,Brass,n/a,,,,45 mm,,,,,0.095,1,,,,,,,,,,,,,,n/a,,,,,,,,,,,,
215,P505436,Navigator MSL brass threaded socket 3/4,Navigator MSL,5.86,"Manufactured in robust brass, this Navigator MSL 3/4"" threaded female equal socket is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass threaded socket 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/28/505428_wm.jpg,,,N,CMBRS-E,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,P292175,Midland Brass scottish pattern sludge cock 15mm Bronze,Midland Brass,10.58,This Midland Brass Scottish pattern sludge cock is made of bronze and has a 15mm compression connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Midland Brass scottish pattern sludge cock 15mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/75/NW-292175_wm.jpg,,,N,BFSC-15,N,Reliable design,Hardwearing build,12 month warranty,,,,15mm,,Sludge Cock,,Compression,Brass,12 Month,Bronze,15 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PK22939,Crane D220W wras dcpn16 dzr dbl check d220w 1/2 in,Crane,152.33,"Made of DZR brass, this Crane D220W double check valve with 1/2"" threaded connection helps to prevent backflow and back siphonage contamination in domestic, public and commercial buildings. Suitable for use with wholesome (potable) water to 85°C, it has a shell pressure rating of PN16 with a maximum inlet/working pressure of 16 bar.  A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D220W wras dcpn16 dzr dbl check d220w 1/2 in",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/89/581089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_Wras_D220W_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_Wras_D220W_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PK72689,Keraflo Aylesbury float valve 25mm,Keraflo,826.0,"This Keraflo Aylesbury KB-type fully variable float valve with 25mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Keraflo Aylesbury float valve 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/93/NW-K72688_K72693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,
219,P172007,"Pegler Prestex drain cock 1/2"" Gun Metal",Pegler,40.77,"This Pegler Yorkshire Prestex gunmetal drain cock acts as a draw-off point in a pipe, tank or system. Suitable for copper or stainless steel, this cock is installed via a 1/2"" male taper threaded x barbed connection.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex drain cock 1/2"" Gun Metal",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/07/NW-172007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/PYorkshire_PrestexV&F_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,P176291,"Grundfos male iron surrey flange 22mm x 1"" (1)",Grundfos,72.0,"Providing an independent hot water supply, the Grundfos 22mm Surrey flange reduces air surging, noise and temperature variations. Automatically purging a shower circuit, this threaded brass flange (patent applied for) prevents air accumulation in the hot water shower feed, automatically trapping and releasing air, preventing the back feed of aerated hot water","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Grundfos male iron surrey flange 22mm x 1"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/92/NW-176291_176292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Grundfos_Flange_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,P170901,Pegler Prestex copper x copper brass ball valve 22mm Blue,Pegler,31.39,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300T 22mm full bore ball valve is made of chromium-plated brass. T-handle operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex copper x copper brass ball valve 22mm Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/01/NW-170901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PK11483,Crane D138 check valve (BSP) PN25 15mm Bronze,Crane,158.44,"The Crane D138 PN25 15mm check valve has a 1/2"" BSP tapered female connection. This non-return valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane D138 check valve (BSP) PN25 15mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/84/NW-K11482_K11484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_KM-07296_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D138_Check_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_J1483_Check_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
223,PK84083,Socla EA453 single check valve PN16 DN150,Socla,1480.71,"Certified to NF anti-pollution norms, the Socla PN16 DN150 non-return valve EA 453 is designed for the protection of drinking water against polluted backflow with no recognised toxic or microbiological risk to human health. This single check valve is especially well suited for mounting after a water meter.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Socla EA453 single check valve PN16 DN150",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/83/NW-K84081_K84083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Socla_EA453_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,P505452,"Navigator MSL brass threaded flanged plug 3/4""",Navigator MSL,2.25,"Manufactured in robust brass, this Navigator MSL 3/4"" threaded flanged plug is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL brass threaded flanged plug 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/505434_wm.jpg,,,N,CMBRFP-E,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,P236546,"Center WRAS Pushfit Flexible Tap Connecter 30cm in length 15mm x 3/4"" Pack of 2",Center,11.01,"Suitable for use in hot and cold water systems, these Center 15mm x 3/4"" push-fit flexible tap connectors measure 300mm in length.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Center WRAS Pushfit Flexible Tap Connecter 30cm in length 15mm x 3/4"" Pack of 2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/46/236546_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/236546 WRAS Pushfit Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PK74295,JET Range 41C Type-A plain drain cock 15mm Brass,JET Range,23.75,This JET Range 41C brass type A wrench operated plain drain cock includes a 15mm plain end connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range 41C Type-A plain drain cock 15mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/95/NW-K74295_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_41-41C-41GM-41GMLS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PN14014,"JET Range GT brass hose tail (BSPT) 1/2 x 1/2""",JET Range,2.72,"A JET Range GT 1/2 x 1/2"" hose tail made of brass with BSP tapered x hose union connections.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range GT brass hose tail (BSPT) 1/2 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/14/NW-N14014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/N14010_N14024 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PK74388,"JET Range JET 10 11/4"" BSP Female BS 1010 Stopcock",JET Range,141.58,This JET Range JET 10 brass stop cock isolates the water supply to a property where required for maintenance or in an emergency. It is installed via a 32mm BSP connection.,"Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range JET 10 11/4"" BSP Female BS 1010 Stopcock",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/88/K74388_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/K74388_K74390_Technical Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Range_K74385-K74390_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PK74238,JET Range DZR DZR copper x copper double check valve 50mm,JET Range,102.62,"This JET Range DZR copper x copper double check valve, which includes BSP female x BSP male 50mm connections, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> JET Range DZR DZR copper x copper double check valve 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/38/NW-K74233_K74238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,P505416,"Navigator MSL square headed brass plug 1/2""",Navigator MSL,4.56,"Manufactured in robust brass, this Navigator MSL 1/2"" threaded square head plug is suitable for use in both hot and cold plumbing systems.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Navigator MSL square headed brass plug 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/16/505416_wm.jpg,,,N,CMBRSHP-D,N,Suitable for use in hot and cold water,For use in domestic systems,Brass construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PK15188,Crane FM463 double door wafer check valve PN16 150mm Cast Iron,Crane,1199.83,"The Crane FM463 PN16 150mm double door wafer check valve is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Crane FM463 double door wafer check valve PN16 150mm Cast Iron",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/91/NW-K15184_K15191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_FM463_FM466_FA463_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FM463_FA463_FM466_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,P170913,Pegler Prestex copper x copper brass ball valve 15mm Red,Pegler,23.69,"Compact and offering simple operation, this Pegler Yorkshire Prestex PB300 15mm full bore ball valve is made of chromium-plated brass. Lever-operated, this quarter-turn ball valve with compression connections is ideal for commercial installations where robustness is key.  A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Prestex copper x copper brass ball valve 15mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/18/NW-170913_170918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/PeglerYorkshire_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,P414395,Pegler Valve swing check valve (BSPT) 32mm Bronze,Pegler,103.46,"The Pegler Valve 1060A 32mm bronze swing check valve includes 1 1/4"" BSP tapered female connections and a bronze body. A check valve, sometimes called a non-return valve, is designed to ensure that liquid or gas fluid flows in only one direction, depending on flow and velocity to close automatically, preventing backflow.","Pipe, Valves and Fittings/Plumbers Brassware/Plumbers Brassware.csv -> Pegler Valve swing check valve (BSPT) 32mm Bronze",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/97/NW-414394_414397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Pegler_Connection_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pegler_77258686_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_1060A_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
