,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Warranty,Water Heating Energy Efficiency Class,Output,Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions mm (H x W x D),Range,Part Gas Council number,By Model Number,Application,Length (M),Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Boiler Section,Pack Quantity,Flue Type,Flue Diameter,Flue Length,Flue Size,Gender,Material,Size,Connection Type 1,Feature 20,Feature 21,Feature 22,Boiler Range
99,PS12438,Potterton Sirius three FS 50 floor standing boiler 50kW,Potterton,3862.0,"The Potterton Sirius Three 50 floor standing condensing boiler is suitable for a whole range of projects of varying sizes requiring up to 440kW. With modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available, this unit is ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. Extremely compact, with castors attached to the bottom, this boiler makes installation easy in any location.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three FS 50 floor standing boiler 50kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P117793,Vaillant low loss header max 8000l/hr,Vaillant,335.36,"Designed for use with cascade systems, the Vaillant WH95 low loss header maintains a suitable flow of water through a boiler for a consistent temperature for multiple heating circuits downstream of the low loss header connection.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant low loss header max 8000l/hr,,Lowloss HeaderVR10 temperature sensorinsulation,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/117793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/77/93/117793.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P120045,Ideal Imax Xtra 2 boiler 240 boiler 240kw,Ideal,8848.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 240kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Imax Xtra 2 boiler 240 boiler 240kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),240 kg,N/A,N,1087,,Floor Standing,225468,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,5 Years,,240 kW,N/A,,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),,Imax Xtra 2 boiler,,,,,Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,,,,,,,,,,,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
102,PS12432,Potterton Sirius three 60 wall hung boiler 60kW,Potterton,3183.0,"The Potterton Sirius three 60 wall-hung condensing boiler promises high levels of ErP A-rated efficiency and a longer service life thanks to a wide modulation ratio of 9:1 to improve on/off cycling and a weather compensation system. This 60kW output boiler has ultra-low NOx ratings as well as a compact and lightweight body for ease of installation in any location. With a simple display and user-friendly advanced programming functions, the Sirius three 60 puts the homeowner in control of their daily comfort.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three 60 wall hung boiler 60kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/33/S12431_S12433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_WH_50-70_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P114949,Ideal Evomax 2 120P packaged LPG boiler 120,Ideal,5206.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 120P condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 120kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Evomax 2 120P packaged LPG boiler 120,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/49/114946_114949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114949_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P115357,Worcester Bosch Greenstar Danesmoor 18/25 2022+ utility system boiler,Worcester Bosch,2199.06,"An oil boiler ideal for the kitchen or utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor Utility System 18/25 2022+ system boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar Danesmoor 18/25 2022+ utility system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/58/115356_115358_wm.jpg,,,,,,,,Oil,9.8 kg,A,N,600,,Floor Standing,7731600255,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,2 years,,25 kW,,98,90.6,System Boiler,,,,,,,Greenstar Danesmoor,,,,,,,,,,,,,,,,,,,,,,,,
105,P107173,Ideal Spares 45deg elbow kit 100/150mm,Ideal,47.0,This Ideal 100/150mm 45° elbow kit is suitable for the fitting of Evomax 30 - 80 boilers.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Spares 45deg elbow kit 100/150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/73/NW-107173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P114937,Ideal Evomax 2 30 packaged NG boiler 30,Ideal,2841.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 30 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 30kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Evomax 2 30 packaged NG boiler 30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114937_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Evomax_2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114937_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P411552,Vaillant connection,Vaillant,77.64,"Supplied with O-ring and packing ring, this Vaillant 90° elbow is suitable for use in VU 656/4-5 boilers.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant connection,,ElbowO-ringPacking ring,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/52/411552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P195765,Bosch low loss header plus insulation 300kW (1),Bosch,569.0,"Suitable for use with Condens 7000 WP single boilers or TL2/TR2 cascades, this Bosch 300kW low loss header with insulation comprises a hydraulic separator, Victaulic couplings and a system-side DN65 PN6 connection. Also included is a 10mm diameter, 200mm length immersion sleeve. It is suitable for volume flows no higher than 10K on the secondary side.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch low loss header plus insulation 300kW (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/65/195765_wm.jpg,,,,,,,,,,,N,1000,,,7736701907,N,,,,,,,,,,,,,,,,Low Loss Header,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
109,PS12441,Potterton Sirius three FS 110 floor standing boiler 110kW,Potterton,5530.0,"Suitable for a range of project types and sizes, the Potterton Sirius Three 110 floor standing condensing boiler can be installed as part of a cascade system. It has modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available. It's also ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5% for reduced fuel bills. Extremely compact, with castors attached, the Sirius Three makes installation easy in any location.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Sirius three FS 110 floor standing boiler 110kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PS12595,Potterton Paramount Five 80 wall hung boiler 80kW,Potterton,4053.0,"Efficient, compact and reliable, the Potterton Paramount five 80 boiler is simple to install and affordable to run. This 80kW output unit is built using all quality parts, including a precision-built one-piece aluminium/silicon alloy heat exchanger for reliable heat transfer and reduced maintenance requirements, plus a weather sensor for greater adaptability. The Paramount five enjoys an ErP A rating, Class 5 NOx emissions and a modulating ratio of 6:1 and it can be powered by solar or other supplementary heat.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton Paramount Five 80 wall hung boiler 80kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/97/S12591_S12597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_2/Potterton_Paramount_Five_Technical_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Potterton_Paramount_Five_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Alum_Boilers_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Potterton_Paramount_Five_Technical_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Paramount_Five_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PS12495,Potterton low loss header,Potterton,270.0,"Supplying hydraulic separation between a boiler, often referred to as the primary circuit, and its attached heating system, or secondary circuit, this Potterton low loss header ensures that flow through a variety of heating zones won't be impacted by changes or variations in temperature or incoming flow.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Potterton low loss header,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/95/S12495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_Gold_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P195746,Bosch pump group 100kW 3bar PRV (1),Bosch,651.0,"Designed for installation in Bosch brand boilers, this Bosch 100kW pump group includes a 3 bar PRV.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch pump group 100kW 3bar PRV (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/46/195746_wm.jpg,,,,,,,,,,,N,,,,7736701865,N,With 3 bar PRV,Suitable for use with Bosch boilers,,,,,,,,,,,,,,Pump accessories,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
113,P195788,Bosch plume management kit DN110/160 (1),Bosch,350.0,"Suitable for use with Condens boilers, this Bosch 110/160mm diameter plume management kit assists in redirecting boiler gases away from inhabited areas for reduced inconvenience and improved safety.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch plume management kit DN110/160 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/88/195788_wm.jpg,,,,,,,,,,,N,785,,,7738113670,N,For use with Condens 7000 WP,2 year warranty,,,,,,,,2 years,,,N/A,,,Plume Management Kit,,,,,,,,,"Plume management kit, Ø110/160",,,,,,,,,,1,N/A,N/A,N/A,N/A,,,,,,,,
114,P115359,Worcester Bosch Greenstar Danesmoor 12/18 2022+ external system boiler,Worcester Bosch,2589.98,"An oil boiler ideal for outdoor installation on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External System 12/18 2022+ system boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight yet robustly built to withstand inclement weather, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Worcester Bosch Greenstar Danesmoor 12/18 2022+ external system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/61/115359_115361_wm.jpg,,,,,,,,Oil,132 kg,A,N,780,,Floor Standing,7731600257,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,"A robust, durable external cabinet that blends in with the garden",IP45 protection,80/125mm room sealed flues with lengths of up to 8m available,,2 years,,18 kW,,119,91.1,System Boiler,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,Greenstar Danesmoor,,,,,,,,,,,,,,,,,,,,,,,,
